Industry,RS_Rating
Coal,99.33333333333333
Oil & Gas Production,95.57575757575758
Aluminum,95.0
Contract Drilling,94.5
Integrated Oil,93.0
Chemicals: Agricultural,89.6
Marine Shipping,86.0
Pulp & Paper,85.5
Other Metals/Minerals,84.64285714285714
Investment Trusts/Mutual Funds,83.66666666666667
Oilfield Services/Equipment,80.4375
Steel,80.38461538461539
Oil & Gas Pipelines,80.37037037037037
Insurance Brokers/Services,79.66666666666667
Computer Communications,77.83333333333333
Casinos/Gaming,75.33333333333333
Personnel Services,75.33333333333333
Forest Products,75.0
Oil Refining/Marketing,74.11111111111111
Other Transportation,74.0
Agricultural Commodities/Milling,73.625
Department Stores,72.5
Multi-Line Insurance,70.92857142857143
Managed Health Care,70.33333333333333
Computer Peripherals,70.2
Alternative Power Generation,70.0
Environmental Services,68.5
Railroads,68.5
Real Estate Development,68.46666666666667
Hotels/Resorts/Cruise lines,68.4
Investment Banks/Brokers,68.23809523809524
Semiconductors,68.1891891891892
Commercial Printing/Forms,68.0
Computer Processing Hardware,67.6
Major Banks,67.15384615384616
Food Retail,66.625
Electronic Production Equipment,66.44444444444444
Medical Distributors,66.16666666666667
Wholesale Distributors,65.42105263157895
Internet Software/Services,65.27777777777777
Specialty Stores,65.05263157894737
Publishing: Books/Magazines,65.0
Engineering & Construction,64.75
Property/Casualty Insurance,64.0
Services to the Health Industry,63.666666666666664
Specialty Insurance,63.55555555555556
Pharmaceuticals: Major,63.325581395348834
Finance/Rental/Leasing,62.41379310344828
Precious Metals,62.333333333333336
Water Utilities,62.166666666666664
Packaged Software,61.851063829787236
Miscellaneous Manufacturing,61.6
Information Technology Services,61.325581395348834
Metal Fabrication,61.166666666666664
Air Freight/Couriers,61.142857142857146
Financial Publishing/Services,61.0
Hospital/Nursing Management,60.857142857142854
Aerospace & Defense,60.56521739130435
Auto Parts: OEM,60.42857142857143
Life/Health Insurance,60.30769230769231
Investment Managers,60.189189189189186
Major Telecommunications,59.57142857142857
Advertising/Marketing Services,59.0
Chemicals: Specialty,58.86363636363637
Gas Distributors,58.69230769230769
Apparel/Footwear Retail,58.57142857142857
Drugstore Chains,58.5
Industrial Specialties,58.46666666666667
Electric Utilities,58.30434782608695
Motor Vehicles,58.25
Biotechnology,57.75
Medical Specialties,57.54
Home Improvement Chains,57.5
Construction Materials,57.25
Media Conglomerates,57.0
Building Products,56.69230769230769
Trucking,56.54545454545455
Electrical Products,56.166666666666664
Food: Meat/Fish/Dairy,55.75
Movies/Entertainment,55.421052631578945
Food Distributors,55.375
Discount Stores,55.0
Other Consumer Services,54.421052631578945
Data Processing Services,54.3125
Medical/Nursing Services,53.8
Broadcasting,53.22222222222222
Regional Banks,53.13861386138614
Financial Conglomerates,53.12
Food: Specialty/Candy,53.0
Electronic Components,52.714285714285715
Chemicals: Major Diversified,52.0
Textiles,52.0
Telecommunications Equipment,51.625
Miscellaneous Commercial Services,51.6
Beverages: Non-Alcoholic,51.0
Specialty Telecommunications,50.75
Containers/Packaging,50.46666666666667
Wireless Telecommunications,50.111111111111114
Restaurants,49.714285714285715
Tobacco,49.0
Industrial Machinery,48.03333333333333
Apparel/Footwear,48.0
Pharmaceuticals: Other,47.5
Trucks/Construction/Farm Machinery,47.375
Electronic Equipment/Instruments,46.44444444444444
Savings Banks,45.42857142857143
Electronics Distributors,43.5
Food: Major Diversified,43.375
Beverages: Alcoholic,42.0
Household/Personal Care,41.916666666666664
Automotive Aftermarket,41.0
Office Equipment/Supplies,39.666666666666664
Internet Retail,39.0
Electronics/Appliances,38.75
Homebuilding,36.666666666666664
Recreational Products,36.6
Publishing: Newspapers,35.333333333333336
Cable/Satellite TV,34.5
Airlines,33.833333333333336
Tools & Hardware,33.0
Other Consumer Specialties,31.0
Industrial Conglomerates,29.571428571428573
Consumer Sundries,20.0
