Industry,RS_Rating
Coal,99.33333333333333
Aluminum,97.0
Oil & Gas Production,96.24242424242425
Contract Drilling,95.16666666666667
Integrated Oil,93.75
Chemicals: Agricultural,89.3
Marine Shipping,87.71428571428571
Investment Trusts/Mutual Funds,86.33333333333333
Oilfield Services/Equipment,83.25
Other Metals/Minerals,82.92857142857143
Insurance Brokers/Services,82.5
Oil & Gas Pipelines,82.33333333333333
Agricultural Commodities/Milling,82.14285714285714
Pulp & Paper,80.5
Oil Refining/Marketing,80.44444444444444
Managed Health Care,78.66666666666667
Steel,77.38461538461539
Computer Communications,74.66666666666667
Personnel Services,74.55555555555556
Other Transportation,74.0
Department Stores,72.5
Multi-Line Insurance,72.35714285714286
Food Retail,71.625
Pharmaceuticals: Major,70.84444444444445
Casinos/Gaming,70.5
Medical Distributors,70.33333333333333
Environmental Services,70.3
Real Estate Development,70.0
Alternative Power Generation,69.83333333333333
Water Utilities,68.83333333333333
Investment Banks/Brokers,67.66666666666667
Computer Peripherals,67.4
Financial Publishing/Services,67.0
Hotels/Resorts/Cruise lines,66.8
Wholesale Distributors,66.57894736842105
Food: Meat/Fish/Dairy,66.5
Property/Casualty Insurance,66.27777777777777
Precious Metals,66.05882352941177
Advertising/Marketing Services,66.0
Internet Retail,66.0
Internet Software/Services,65.58823529411765
Major Telecommunications,65.42857142857143
Hospital/Nursing Management,65.33333333333333
Investment Managers,65.16666666666667
Gas Distributors,65.15384615384616
Electric Utilities,65.06521739130434
Electronic Production Equipment,64.6
Specialty Stores,64.58823529411765
Major Banks,64.3076923076923
Railroads,64.16666666666667
Engineering & Construction,63.53333333333333
Information Technology Services,62.95238095238095
Packaged Software,62.32608695652174
Services to the Health Industry,62.0
Tobacco,62.0
Publishing: Books/Magazines,62.0
Biotechnology,61.94117647058823
Aerospace & Defense,61.69565217391305
Finance/Rental/Leasing,61.48275862068966
Life/Health Insurance,61.07692307692308
Auto Parts: OEM,60.857142857142854
Industrial Specialties,60.2
Data Processing Services,60.13333333333333
Food: Specialty/Candy,59.76923076923077
Movies/Entertainment,59.333333333333336
Computer Processing Hardware,59.2
Chemicals: Specialty,58.72727272727273
Discount Stores,58.333333333333336
Miscellaneous Manufacturing,58.2
Medical/Nursing Services,58.2
Medical Specialties,58.19607843137255
Metal Fabrication,58.166666666666664
Specialty Insurance,58.111111111111114
Building Products,58.0
Chemicals: Major Diversified,57.857142857142854
Specialty Telecommunications,57.5
Semiconductors,57.46153846153846
Media Conglomerates,56.0
Telecommunications Equipment,56.0
Construction Materials,55.5
Forest Products,55.5
Motor Vehicles,55.5
Electrical Products,55.111111111111114
Air Freight/Couriers,55.0
Drugstore Chains,55.0
Other Consumer Services,55.0
Food: Major Diversified,54.55555555555556
Wireless Telecommunications,54.55555555555556
Commercial Printing/Forms,54.0
Home Improvement Chains,54.0
Miscellaneous Commercial Services,53.833333333333336
Financial Conglomerates,52.77272727272727
Broadcasting,52.666666666666664
Restaurants,52.53846153846154
Regional Banks,52.25
Containers/Packaging,51.666666666666664
Food Distributors,51.42857142857143
Beverages: Non-Alcoholic,50.42857142857143
Pharmaceuticals: Other,48.5
Household/Personal Care,48.23076923076923
Beverages: Alcoholic,48.0
Industrial Machinery,47.75
Electronic Components,46.5
Automotive Aftermarket,45.5
Apparel/Footwear,45.0
Textiles,44.0
Savings Banks,43.46153846153846
Trucking,43.22222222222222
Electronic Equipment/Instruments,43.0
Trucks/Construction/Farm Machinery,41.666666666666664
Office Equipment/Supplies,40.333333333333336
Apparel/Footwear Retail,39.0
Recreational Products,38.333333333333336
Electronics Distributors,37.666666666666664
Electronics/Appliances,37.0
Homebuilding,36.5
Publishing: Newspapers,34.0
Other Consumer Specialties,34.0
Tools & Hardware,34.0
Industrial Conglomerates,34.0
Cable/Satellite TV,30.5
Airlines,30.166666666666668
Consumer Sundries,21.0
