Industry,RS_Rating
Coal,99.5
Aluminum,97.0
Oil & Gas Production,95.21875
Contract Drilling,93.66666666666667
Integrated Oil,92.6
Other Metals/Minerals,90.11111111111111
Pulp & Paper,89.0
Chemicals: Agricultural,88.7
Marine Shipping,87.2
Investment Trusts/Mutual Funds,83.66666666666667
Steel,81.25
Oil & Gas Pipelines,81.08695652173913
Insurance Brokers/Services,81.0
Oilfield Services/Equipment,80.84615384615384
Computer Communications,78.66666666666667
Other Transportation,74.5
Agricultural Commodities/Milling,74.25
Pharmaceuticals: Generic,74.0
Department Stores,73.5
Casinos/Gaming,73.5
Food Retail,73.42857142857143
Oil Refining/Marketing,73.0
Personnel Services,73.0
Computer Peripherals,71.8
Managed Health Care,70.66666666666667
Semiconductors,69.78947368421052
Multi-Line Insurance,69.21428571428571
Electronic Production Equipment,69.2
Real Estate Development,69.07142857142857
Commercial Printing/Forms,69.0
Alternative Power Generation,68.66666666666667
Specialty Stores,68.65
Precious Metals,68.14285714285714
Railroads,67.66666666666667
Engineering & Construction,67.66666666666667
Computer Processing Hardware,67.4
Environmental Services,67.2
Medical Distributors,66.83333333333333
Internet Software/Services,66.8125
Pharmaceuticals: Major,66.70588235294117
Hotels/Resorts/Cruise lines,66.33333333333333
Wholesale Distributors,65.63157894736842
Major Banks,65.46153846153847
Investment Banks/Brokers,65.36363636363636
Air Freight/Couriers,64.875
Forest Products,64.6
Publishing: Books/Magazines,64.5
Specialty Insurance,64.22222222222223
Finance/Rental/Leasing,64.03703703703704
Pharmaceuticals: Other,63.46153846153846
Water Utilities,62.666666666666664
Hospital/Nursing Management,62.5
Metal Fabrication,62.333333333333336
Property/Casualty Insurance,62.27777777777778
Financial Publishing/Services,62.0
Major Telecommunications,61.833333333333336
Services to the Health Industry,61.666666666666664
Aerospace & Defense,61.47826086956522
Home Improvement Chains,61.0
Trucking,60.75
Investment Managers,60.3421052631579
Chemicals: Specialty,60.26086956521739
Packaged Software,60.17777777777778
Miscellaneous Manufacturing,60.0
Drugstore Chains,59.5
Information Technology Services,58.8780487804878
Telecommunications Equipment,58.6
Life/Health Insurance,58.23076923076923
Industrial Specialties,58.11764705882353
Motor Vehicles,58.0
Auto Parts: OEM,57.5
Building Products,57.0
Electrical Products,56.705882352941174
Broadcasting,56.57142857142857
Financial Conglomerates,56.5
Electric Utilities,56.422222222222224
Gas Distributors,56.083333333333336
Biotechnology,55.81481481481482
Advertising/Marketing Services,55.666666666666664
Discount Stores,55.666666666666664
Food: Meat/Fish/Dairy,55.25
Construction Materials,55.2
Medical Specialties,55.06
Food: Specialty/Candy,54.53846153846154
Movies/Entertainment,54.5
Food Distributors,53.875
Data Processing Services,53.75
Tobacco,53.333333333333336
Other Consumer Services,53.23529411764706
Electronic Components,52.714285714285715
Chemicals: Major Diversified,52.5
Apparel/Footwear Retail,51.666666666666664
Wireless Telecommunications,51.125
Medical/Nursing Services,51.0
Miscellaneous Commercial Services,50.55172413793103
Regional Banks,49.80392156862745
Specialty Telecommunications,49.75
Media Conglomerates,49.5
Containers/Packaging,49.46666666666667
Industrial Machinery,49.37931034482759
Textiles,49.0
Beverages: Non-Alcoholic,47.5
Electronics Distributors,46.5
Apparel/Footwear,46.285714285714285
Trucks/Construction/Farm Machinery,45.6875
Beverages: Alcoholic,44.666666666666664
Food: Major Diversified,44.25
Restaurants,43.5
Electronic Equipment/Instruments,43.0
Savings Banks,42.214285714285715
Automotive Aftermarket,42.0
Household/Personal Care,41.63636363636363
Internet Retail,38.333333333333336
Homebuilding,37.833333333333336
Office Equipment/Supplies,37.666666666666664
Electronics/Appliances,37.5
Recreational Products,36.888888888888886
Tools & Hardware,35.0
Airlines,33.4
Publishing: Newspapers,30.666666666666668
Cable/Satellite TV,30.25
Industrial Conglomerates,28.857142857142858
Other Consumer Specialties,26.0
Consumer Sundries,23.0
