Industry,RS_Rating
Coal,99.33333333333333
Oil & Gas Production,95.75757575757575
Contract Drilling,94.5
Aluminum,94.5
Integrated Oil,93.6875
Chemicals: Agricultural,89.5
Pulp & Paper,87.5
Other Metals/Minerals,85.78571428571429
Investment Trusts/Mutual Funds,84.33333333333333
Marine Shipping,84.26666666666667
Oilfield Services/Equipment,81.875
Oil & Gas Pipelines,80.96296296296296
Insurance Brokers/Services,80.0
Steel,79.76923076923077
Computer Communications,77.16666666666667
Oil Refining/Marketing,74.33333333333333
Agricultural Commodities/Milling,74.125
Personnel Services,74.0
Other Transportation,74.0
Casinos/Gaming,73.33333333333333
Department Stores,73.0
Forest Products,72.5
Multi-Line Insurance,71.85714285714286
Managed Health Care,71.83333333333333
Alternative Power Generation,70.0
Computer Peripherals,69.2
Railroads,69.0
Investment Banks/Brokers,68.66666666666667
Computer Processing Hardware,68.4
Food Retail,68.0
Real Estate Development,67.8
Medical Distributors,67.66666666666667
Environmental Services,67.4
Major Banks,67.34615384615384
Commercial Printing/Forms,67.0
Precious Metals,66.89473684210526
Semiconductors,66.78378378378379
Specialty Stores,66.47368421052632
Hotels/Resorts/Cruise lines,66.4
Wholesale Distributors,65.78947368421052
Publishing: Books/Magazines,65.5
Property/Casualty Insurance,65.22222222222223
Internet Software/Services,65.0
Specialty Insurance,65.0
Water Utilities,64.83333333333333
Pharmaceuticals: Major,64.47727272727273
Electronic Production Equipment,64.44444444444444
Engineering & Construction,64.1875
Aerospace & Defense,63.47826086956522
Broadcasting,63.42857142857143
Drugstore Chains,62.5
Services to the Health Industry,62.333333333333336
Metal Fabrication,62.333333333333336
Miscellaneous Manufacturing,62.0
Financial Publishing/Services,62.0
Industrial Specialties,62.0
Air Freight/Couriers,61.42857142857143
Gas Distributors,61.30769230769231
Life/Health Insurance,61.15384615384615
Information Technology Services,60.97674418604651
Major Telecommunications,60.857142857142854
Finance/Rental/Leasing,60.833333333333336
Investment Managers,60.67567567567568
Hospital/Nursing Management,60.57142857142857
Chemicals: Specialty,60.130434782608695
Electric Utilities,60.0
Auto Parts: OEM,59.714285714285715
Building Products,59.5
Packaged Software,59.43478260869565
Advertising/Marketing Services,59.333333333333336
Motor Vehicles,59.0
Construction Materials,57.75
Media Conglomerates,57.5
Food: Meat/Fish/Dairy,57.5
Movies/Entertainment,57.22222222222222
Medical Specialties,56.62
Trucking,56.54545454545455
Home Improvement Chains,56.5
Medical/Nursing Services,56.44444444444444
Biotechnology,55.9375
Discount Stores,55.333333333333336
Food Distributors,55.0
Food: Specialty/Candy,54.916666666666664
Tobacco,54.666666666666664
Data Processing Services,54.1875
Other Consumer Services,54.1578947368421
Textiles,54.0
Electrical Products,53.578947368421055
Containers/Packaging,52.93333333333333
Regional Banks,52.88235294117647
Apparel/Footwear Retail,52.333333333333336
Chemicals: Major Diversified,52.25
Electronic Components,52.0
Financial Conglomerates,51.851851851851855
Specialty Telecommunications,51.5
Miscellaneous Commercial Services,51.13333333333333
Wireless Telecommunications,50.77777777777778
Telecommunications Equipment,49.857142857142854
Industrial Machinery,48.86666666666667
Restaurants,48.76923076923077
Pharmaceuticals: Other,48.0
Beverages: Non-Alcoholic,47.833333333333336
Electronic Equipment/Instruments,46.888888888888886
Trucks/Construction/Farm Machinery,46.705882352941174
Food: Major Diversified,46.25
Household/Personal Care,46.0
Beverages: Alcoholic,46.0
Savings Banks,45.642857142857146
Apparel/Footwear,45.25
Electronics Distributors,44.75
Automotive Aftermarket,43.0
Office Equipment/Supplies,40.333333333333336
Internet Retail,40.0
Electronics/Appliances,38.25
Recreational Products,38.2
Publishing: Newspapers,36.333333333333336
Tools & Hardware,35.0
Homebuilding,35.0
Cable/Satellite TV,33.75
Airlines,33.5
Other Consumer Specialties,32.0
Industrial Conglomerates,30.857142857142858
Consumer Sundries,23.0
