Industry,RS_Rating
Coal,98.0
Investment Trusts/Mutual Funds,96.0
Oil & Gas Production,93.51724137931035
Integrated Oil,92.0
Marine Shipping,87.8
Contract Drilling,85.5
Chemicals: Agricultural,84.125
Casinos/Gaming,82.0
Home Improvement Chains,82.0
Other Transportation,81.5
Insurance Brokers/Services,80.5
Department Stores,80.33333333333333
Pharmaceuticals: Generic,80.0
Oil & Gas Pipelines,78.36842105263158
Managed Health Care,77.4
Steel,77.36363636363636
Oilfield Services/Equipment,77.27272727272727
Food Retail,76.0
Real Estate Development,75.92307692307692
Pulp & Paper,75.5
Publishing: Books/Magazines,75.0
Alternative Power Generation,75.0
Computer Communications,74.8
Environmental Services,74.25
Medical Distributors,73.75
Services to the Health Industry,72.66666666666667
Other Metals/Minerals,72.57142857142857
Specialty Stores,72.08333333333333
Major Banks,70.94444444444444
Water Utilities,70.75
Railroads,70.5
Personnel Services,70.2
Hospital/Nursing Management,69.83333333333333
Electronic Production Equipment,69.83333333333333
Electric Utilities,69.55882352941177
Forest Products,69.5
Precious Metals,67.0
Oil Refining/Marketing,66.75
Industrial Specialties,66.45454545454545
Semiconductors,66.33333333333333
Trucking,66.18181818181819
Internet Software/Services,65.45454545454545
Wholesale Distributors,65.33333333333333
Investment Banks/Brokers,65.3157894736842
Computer Peripherals,65.25
Aerospace & Defense,64.84210526315789
Pharmaceuticals: Major,64.81818181818181
Financial Conglomerates,64.5
Financial Publishing/Services,64.5
Multi-Line Insurance,64.14285714285714
Finance/Rental/Leasing,64.1304347826087
Gas Distributors,64.1
Drugstore Chains,63.5
Air Freight/Couriers,63.5
Biotechnology,63.06666666666667
Specialty Insurance,62.875
Computer Processing Hardware,61.8
Major Telecommunications,61.8
Medical Specialties,61.42424242424242
Discount Stores,61.333333333333336
Engineering & Construction,61.30769230769231
Tobacco,61.0
Pharmaceuticals: Other,60.583333333333336
Information Technology Services,60.483870967741936
Advertising/Marketing Services,60.333333333333336
Other Consumer Services,60.0
Metal Fabrication,60.0
Medical/Nursing Services,59.6
Investment Managers,59.57142857142857
Packaged Software,59.5
Hotels/Resorts/Cruise lines,59.44444444444444
Miscellaneous Commercial Services,59.21052631578947
Food: Meat/Fish/Dairy,58.75
Construction Materials,58.6
Miscellaneous Manufacturing,58.57142857142857
Property/Casualty Insurance,57.8
Food: Specialty/Candy,57.8
Containers/Packaging,57.44444444444444
Data Processing Services,57.357142857142854
Regional Banks,56.55555555555556
Beverages: Non-Alcoholic,56.2
Chemicals: Major Diversified,55.142857142857146
Building Products,54.90909090909091
Auto Parts: OEM,54.75
Motor Vehicles,54.0
Commercial Printing/Forms,54.0
Life/Health Insurance,53.8
Chemicals: Specialty,53.8
Beverages: Alcoholic,53.5
Movies/Entertainment,53.0
Food: Major Diversified,52.833333333333336
Food Distributors,52.333333333333336
Specialty Telecommunications,52.0
Industrial Machinery,51.75
Homebuilding,50.72727272727273
Savings Banks,50.72727272727273
Automotive Aftermarket,50.5
Electronic Components,50.416666666666664
Broadcasting,49.714285714285715
Electrical Products,49.6
Telecommunications Equipment,49.25
Recreational Products,48.75
Restaurants,48.45454545454545
Apparel/Footwear,48.2
Wireless Telecommunications,47.5
Agricultural Commodities/Milling,47.5
Electronics Distributors,47.0
Media Conglomerates,45.5
Household/Personal Care,45.45454545454545
Electronics/Appliances,43.75
Apparel/Footwear Retail,43.2
Electronic Equipment/Instruments,43.142857142857146
Trucks/Construction/Farm Machinery,43.142857142857146
Office Equipment/Supplies,42.666666666666664
Tools & Hardware,41.0
Industrial Conglomerates,36.333333333333336
Cable/Satellite TV,32.75
Publishing: Newspapers,32.333333333333336
Other Consumer Specialties,27.0
Airlines,24.5
