Industry,RS_Rating
Coal,99.5
Aluminum,96.0
Oil & Gas Production,95.03125
Contract Drilling,93.33333333333333
Integrated Oil,93.06666666666666
Pulp & Paper,91.5
Chemicals: Agricultural,86.7
Marine Shipping,86.4
Investment Trusts/Mutual Funds,85.33333333333333
Other Metals/Minerals,83.88888888888889
Insurance Brokers/Services,83.0
Oil & Gas Pipelines,81.27272727272727
Department Stores,80.33333333333333
Steel,80.08333333333333
Oilfield Services/Equipment,80.0
Computer Communications,77.33333333333333
Pharmaceuticals: Generic,77.0
Food Retail,75.42857142857143
Other Transportation,75.0
Managed Health Care,74.83333333333333
Air Freight/Couriers,74.42857142857143
Personnel Services,73.75
Oil Refining/Marketing,73.55555555555556
Casinos/Gaming,72.66666666666667
Agricultural Commodities/Milling,72.5
Home Improvement Chains,72.0
Railroads,71.5
Real Estate Development,71.46666666666667
Multi-Line Insurance,71.35714285714286
Forest Products,71.2
Alternative Power Generation,71.0
Computer Peripherals,70.4
Environmental Services,70.1
Specialty Stores,69.9047619047619
Medical Distributors,69.66666666666667
Water Utilities,68.66666666666667
Major Banks,68.57692307692308
Wholesale Distributors,67.78947368421052
Specialty Insurance,67.77777777777777
Services to the Health Industry,67.33333333333333
Semiconductors,66.22222222222223
Hospital/Nursing Management,66.16666666666667
Engineering & Construction,66.0625
Pharmaceuticals: Major,66.0625
Publishing: Books/Magazines,66.0
Computer Processing Hardware,65.8
Electronic Production Equipment,65.55555555555556
Finance/Rental/Leasing,65.53846153846153
Financial Publishing/Services,65.5
Internet Software/Services,65.06666666666666
Trucking,65.0
Precious Metals,65.0
Property/Casualty Insurance,64.94444444444444
Metal Fabrication,64.16666666666667
Investment Banks/Brokers,63.59090909090909
Hotels/Resorts/Cruise lines,63.44444444444444
Major Telecommunications,62.333333333333336
Gas Distributors,61.583333333333336
Commercial Printing/Forms,61.0
Construction Materials,61.0
Aerospace & Defense,60.78260869565217
Investment Managers,60.75
Drugstore Chains,60.5
Electric Utilities,60.422222222222224
Pharmaceuticals: Other,60.38461538461539
Industrial Specialties,59.75
Discount Stores,59.666666666666664
Electrical Products,58.875
Information Technology Services,57.92857142857143
Auto Parts: OEM,57.875
Data Processing Services,57.86666666666667
Telecommunications Equipment,57.4
Medical Specialties,57.391304347826086
Life/Health Insurance,57.38461538461539
Motor Vehicles,57.0
Food: Specialty/Candy,56.53846153846154
Building Products,56.05882352941177
Advertising/Marketing Services,56.0
Biotechnology,55.916666666666664
Packaged Software,55.627906976744185
Miscellaneous Manufacturing,55.625
Medical/Nursing Services,55.22222222222222
Financial Conglomerates,55.1
Chemicals: Specialty,55.09090909090909
Other Consumer Services,54.625
Food: Meat/Fish/Dairy,54.25
Containers/Packaging,54.06666666666667
Food Distributors,54.0
Tobacco,53.666666666666664
Chemicals: Major Diversified,53.25
Regional Banks,52.80392156862745
Electronic Components,52.142857142857146
Miscellaneous Commercial Services,51.724137931034484
Wireless Telecommunications,51.625
Electronics Distributors,51.5
Movies/Entertainment,51.44444444444444
Textiles,51.0
Industrial Machinery,50.793103448275865
Apparel/Footwear Retail,50.666666666666664
Beverages: Non-Alcoholic,50.666666666666664
Media Conglomerates,50.0
Homebuilding,49.54545454545455
Specialty Telecommunications,48.5
Broadcasting,47.285714285714285
Beverages: Alcoholic,46.0
Apparel/Footwear,44.857142857142854
Savings Banks,44.785714285714285
Restaurants,44.46153846153846
Trucks/Construction/Farm Machinery,44.333333333333336
Household/Personal Care,44.333333333333336
Automotive Aftermarket,44.0
Tools & Hardware,42.0
Food: Major Diversified,41.77777777777778
Office Equipment/Supplies,41.666666666666664
Electronic Equipment/Instruments,41.625
Recreational Products,39.27272727272727
Internet Retail,39.0
Electronics/Appliances,37.5
Industrial Conglomerates,31.714285714285715
Airlines,30.75
Consumer Sundries,30.0
Cable/Satellite TV,28.0
Publishing: Newspapers,27.666666666666668
Other Consumer Specialties,27.0
