Industry,RS_Rating
Coal,99.33333333333333
Aluminum,95.5
Oil & Gas Production,95.5
Integrated Oil,94.66666666666667
Chemicals: Agricultural,91.125
Contract Drilling,91.0
Marine Shipping,90.5
Electronic Production Equipment,88.66666666666667
Publishing: Books/Magazines,88.0
Oil & Gas Pipelines,87.6
Investment Trusts/Mutual Funds,87.33333333333333
Food Retail,87.0
Auto Parts: OEM,84.5
Oilfield Services/Equipment,84.36363636363636
Forest Products,84.0
Home Improvement Chains,83.0
Computer Peripherals,82.66666666666667
Steel,80.9090909090909
Personnel Services,80.5
Environmental Services,80.375
Computer Communications,79.8
Telecommunications Equipment,79.5
Other Metals/Minerals,79.375
Data Processing Services,79.0
Hospital/Nursing Management,79.0
Major Telecommunications,76.75
Managed Health Care,76.66666666666667
Precious Metals,76.5
Insurance Brokers/Services,76.16666666666667
Engineering & Construction,75.9090909090909
Beverages: Non-Alcoholic,75.66666666666667
Air Freight/Couriers,75.6
Water Utilities,75.5
Discount Stores,75.0
Industrial Specialties,75.0
Other Transportation,75.0
Agricultural Commodities/Milling,73.71428571428571
Medical Distributors,73.66666666666667
Specialty Stores,73.25
Pharmaceuticals: Major,73.14285714285714
Drugstore Chains,73.0
Gas Distributors,72.7
Real Estate Development,72.16666666666667
Aerospace & Defense,71.65
Food: Meat/Fish/Dairy,71.33333333333333
Internet Software/Services,70.875
Financial Conglomerates,70.66666666666667
Casinos/Gaming,70.0
Electric Utilities,69.18604651162791
Specialty Insurance,69.0
Oil Refining/Marketing,69.0
Department Stores,69.0
Metal Fabrication,69.0
Wholesale Distributors,68.66666666666667
Major Banks,68.52173913043478
Investment Banks/Brokers,68.5
Computer Processing Hardware,68.25
Pharmaceuticals: Other,68.16666666666667
Railroads,68.0
Multi-Line Insurance,67.85714285714286
Tobacco,67.66666666666667
Hotels/Resorts/Cruise lines,67.5
Services to the Health Industry,67.0
Financial Publishing/Services,67.0
Building Products,66.66666666666667
Wireless Telecommunications,66.4
Alternative Power Generation,66.33333333333333
Medical/Nursing Services,66.28571428571429
Media Conglomerates,66.0
Information Technology Services,65.92592592592592
Finance/Rental/Leasing,65.8125
Biotechnology,65.70588235294117
Broadcasting,64.8
Semiconductors,64.75
Property/Casualty Insurance,64.5
Trucking,64.5
Medical Specialties,64.10344827586206
Advertising/Marketing Services,64.0
Apparel/Footwear,64.0
Homebuilding,63.75
Specialty Telecommunications,63.666666666666664
Food: Specialty/Candy,63.4
Other Consumer Services,63.1
Investment Managers,63.05882352941177
Packaged Software,63.0
Electrical Products,62.84615384615385
Miscellaneous Manufacturing,62.0
Chemicals: Specialty,60.76923076923077
Food Distributors,60.0
Life/Health Insurance,59.7
Electronics Distributors,59.333333333333336
Containers/Packaging,58.333333333333336
Food: Major Diversified,57.875
Industrial Machinery,57.526315789473685
Chemicals: Major Diversified,56.6
Airlines,56.0
Construction Materials,55.25
Miscellaneous Commercial Services,54.8
Regional Banks,54.59090909090909
Household/Personal Care,54.57142857142857
Electronic Components,53.45454545454545
Movies/Entertainment,52.06666666666667
Beverages: Alcoholic,52.0
Savings Banks,49.75
Trucks/Construction/Farm Machinery,49.75
Restaurants,49.0
Textiles,48.0
Cable/Satellite TV,47.5
Recreational Products,46.2
Tools & Hardware,46.0
Apparel/Footwear Retail,45.666666666666664
Pulp & Paper,45.0
Electronics/Appliances,44.5
Industrial Conglomerates,44.333333333333336
Electronic Equipment/Instruments,42.666666666666664
Office Equipment/Supplies,42.0
Publishing: Newspapers,36.0
Automotive Aftermarket,33.0
