Industry,RS_Rating
Coal,99.33333333333333
Oil & Gas Production,94.84375
Aluminum,94.0
Integrated Oil,93.06666666666666
Chemicals: Agricultural,90.5
Marine Shipping,90.36363636363636
Contract Drilling,87.83333333333333
Investment Trusts/Mutual Funds,86.66666666666667
Food Retail,85.0
Forest Products,84.5
Oil & Gas Pipelines,83.625
Computer Peripherals,83.33333333333333
Computer Communications,82.83333333333333
Home Improvement Chains,81.5
Insurance Brokers/Services,81.28571428571429
Personnel Services,81.25
Pharmaceuticals: Generic,81.0
Environmental Services,81.0
Steel,80.72727272727273
Telecommunications Equipment,80.0
Precious Metals,79.3076923076923
Electronic Production Equipment,79.2
Oilfield Services/Equipment,77.27272727272727
Other Metals/Minerals,77.25
Managed Health Care,77.16666666666667
Air Freight/Couriers,76.6
Major Telecommunications,76.0
Internet Software/Services,75.36363636363636
Agricultural Commodities/Milling,74.57142857142857
Real Estate Development,74.0
Water Utilities,73.5
Other Transportation,73.5
Hospital/Nursing Management,72.66666666666667
Pharmaceuticals: Major,72.125
Services to the Health Industry,71.66666666666667
Financial Conglomerates,71.57142857142857
Medical Distributors,71.5
Engineering & Construction,71.15384615384616
Industrial Specialties,71.1
Wholesale Distributors,70.8
Department Stores,69.5
Aerospace & Defense,69.38095238095238
Specialty Stores,68.58823529411765
Financial Publishing/Services,68.5
Investment Banks/Brokers,68.5
Gas Distributors,68.5
Semiconductors,68.15789473684211
Multi-Line Insurance,68.14285714285714
Drugstore Chains,68.0
Casinos/Gaming,67.6
Pharmaceuticals: Other,67.5
Biotechnology,67.05
Major Banks,66.6
Wireless Telecommunications,66.0
Medical/Nursing Services,65.85714285714286
Tobacco,65.66666666666667
Investment Managers,65.58333333333333
Alternative Power Generation,65.33333333333333
Electric Utilities,65.27272727272727
Computer Processing Hardware,65.2
Homebuilding,65.16666666666667
Media Conglomerates,65.0
Trucking,64.88888888888889
Railroads,64.83333333333333
Specialty Telecommunications,64.66666666666667
Oil Refining/Marketing,64.5
Specialty Insurance,64.44444444444444
Information Technology Services,64.35483870967742
Finance/Rental/Leasing,64.0
Advertising/Marketing Services,64.0
Data Processing Services,63.8
Hotels/Resorts/Cruise lines,63.57142857142857
Auto Parts: OEM,63.5
Motor Vehicles,63.0
Miscellaneous Manufacturing,62.6
Medical Specialties,62.55882352941177
Packaged Software,62.55555555555556
Beverages: Non-Alcoholic,62.5
Electrical Products,62.07692307692308
Property/Casualty Insurance,61.705882352941174
Publishing: Books/Magazines,61.5
Food: Meat/Fish/Dairy,60.5
Broadcasting,60.4
Building Products,59.92307692307692
Food: Specialty/Candy,59.9
Life/Health Insurance,59.27272727272727
Chemicals: Specialty,58.8
Metal Fabrication,58.166666666666664
Pulp & Paper,58.0
Other Consumer Services,57.75
Discount Stores,57.666666666666664
Containers/Packaging,57.09090909090909
Electronics Distributors,56.5
Industrial Machinery,55.958333333333336
Electronic Components,55.416666666666664
Construction Materials,55.25
Chemicals: Major Diversified,55.142857142857146
Miscellaneous Commercial Services,53.63636363636363
Household/Personal Care,53.0
Movies/Entertainment,52.875
Food: Major Diversified,52.625
Apparel/Footwear,52.25
Regional Banks,52.09473684210526
Beverages: Alcoholic,49.333333333333336
Office Equipment/Supplies,48.0
Cable/Satellite TV,47.5
Trucks/Construction/Farm Machinery,46.69230769230769
Savings Banks,46.38461538461539
Restaurants,46.2
Recreational Products,46.111111111111114
Tools & Hardware,46.0
Food Distributors,45.666666666666664
Apparel/Footwear Retail,45.25
Textiles,44.0
Electronic Equipment/Instruments,39.333333333333336
Electronics/Appliances,39.25
Airlines,38.0
Industrial Conglomerates,37.666666666666664
Automotive Aftermarket,36.0
Publishing: Newspapers,32.666666666666664
Other Consumer Specialties,27.0
