Industry,Daily_change
Publishing: Books/Magazines,1.585
Electronics Distributors,1.36
Pharmaceuticals: Other,1.1636363636363638
Textiles,1.0
Electronics/Appliances,0.8099999999999999
Trucks/Construction/Farm Machinery,0.7538461538461539
Auto Parts: OEM,0.695
Engineering & Construction,0.6854545454545454
Regional Banks,0.5917894736842105
Computer Processing Hardware,0.4875
Major Telecommunications,0.48
Oil Refining/Marketing,0.44333333333333336
Savings Banks,0.43153846153846154
Multi-Line Insurance,0.37857142857142856
Property/Casualty Insurance,0.2964705882352941
Real Estate Development,0.20500000000000004
Restaurants,0.19666666666666663
Forest Products,0.185
Miscellaneous Manufacturing,0.158
Major Banks,0.14166666666666664
Agricultural Commodities/Milling,0.1385714285714286
Hotels/Resorts/Cruise lines,0.11
Chemicals: Specialty,0.08266666666666667
Apparel/Footwear,0.08
Railroads,0.056666666666666664
Cable/Satellite TV,0.0
Services to the Health Industry,0.0
Containers/Packaging,-0.0027272727272727396
Wireless Telecommunications,-0.023333333333333355
Movies/Entertainment,-0.030624999999999986
Specialty Insurance,-0.044444444444444425
Electronic Components,-0.10250000000000004
Marine Shipping,-0.1318181818181818
Alternative Power Generation,-0.13833333333333334
Computer Peripherals,-0.22999999999999998
Industrial Specialties,-0.23083333333333333
Investment Managers,-0.2434782608695652
Environmental Services,-0.245
Life/Health Insurance,-0.287
Electric Utilities,-0.2926666666666667
Financial Conglomerates,-0.3016666666666667
Contract Drilling,-0.31500000000000017
Finance/Rental/Leasing,-0.31777777777777777
Building Products,-0.362
Beverages: Alcoholic,-0.41
Chemicals: Major Diversified,-0.4128571428571428
Gas Distributors,-0.426
Industrial Machinery,-0.44619047619047614
Metal Fabrication,-0.4583333333333333
Other Transportation,-0.47
Beverages: Non-Alcoholic,-0.49333333333333335
Insurance Brokers/Services,-0.5033333333333333
Construction Materials,-0.5149999999999999
Food: Specialty/Candy,-0.55
Information Technology Services,-0.5717241379310344
Hospital/Nursing Management,-0.5816666666666667
Food: Meat/Fish/Dairy,-0.595
Home Improvement Chains,-0.615
Electronic Equipment/Instruments,-0.62
Tools & Hardware,-0.64
Investment Banks/Brokers,-0.651875
Broadcasting,-0.658
Data Processing Services,-0.6857142857142858
Specialty Stores,-0.7000000000000001
Steel,-0.7118181818181818
Pulp & Paper,-0.73
Medical/Nursing Services,-0.7300000000000001
Airlines,-0.76
Pharmaceuticals: Major,-0.7671428571428571
Wholesale Distributors,-0.7735714285714286
Financial Publishing/Services,-0.8
Food Distributors,-0.8233333333333334
Aerospace & Defense,-0.8342857142857143
Discount Stores,-0.85
Internet Retail,-0.88
Precious Metals,-0.8830769230769231
Trucking,-0.8988888888888888
Drugstore Chains,-0.95
Department Stores,-0.97
Personnel Services,-0.9833333333333334
Oilfield Services/Equipment,-0.9863636363636363
Casinos/Gaming,-0.998
Specialty Telecommunications,-1.0466666666666666
Water Utilities,-1.05
Food: Major Diversified,-1.1185714285714285
Other Metals/Minerals,-1.12875
Advertising/Marketing Services,-1.15
Household/Personal Care,-1.1742857142857142
Internet Software/Services,-1.190909090909091
Investment Trusts/Mutual Funds,-1.2033333333333334
Electrical Products,-1.2133333333333334
Chemicals: Agricultural,-1.225
Miscellaneous Commercial Services,-1.2315
Semiconductors,-1.25375
Industrial Conglomerates,-1.2733333333333332
Managed Health Care,-1.2766666666666666
Air Freight/Couriers,-1.302
Medical Distributors,-1.3083333333333333
Computer Communications,-1.3416666666666668
Other Consumer Services,-1.3466666666666667
Publishing: Newspapers,-1.35
Homebuilding,-1.3679999999999999
Food Retail,-1.5600000000000003
Integrated Oil,-1.5646666666666669
Recreational Products,-1.5957142857142856
Media Conglomerates,-1.63
Packaged Software,-1.663478260869565
Apparel/Footwear Retail,-1.6933333333333334
Medical Specialties,-1.8942857142857144
Telecommunications Equipment,-1.96
Office Equipment/Supplies,-1.99
Oil & Gas Pipelines,-2.1879166666666667
Tobacco,-2.1966666666666668
Electronic Production Equipment,-2.235
Biotechnology,-2.236111111111111
Automotive Aftermarket,-2.24
Oil & Gas Production,-2.580967741935484
Coal,-3.483333333333333
Aluminum,-6.66
