Industry,Daily_change
Aluminum,10.565
Chemicals: Agricultural,5.953
Other Metals/Minerals,5.7411111111111115
Oil & Gas Production,4.295625
Contract Drilling,4.2
Oil Refining/Marketing,4.012222222222222
Steel,3.6008333333333336
Coal,3.5850000000000004
Oilfield Services/Equipment,3.550769230769231
Agricultural Commodities/Milling,2.84125
Integrated Oil,2.7513333333333336
Property/Casualty Insurance,2.5516666666666667
Oil & Gas Pipelines,2.51
Media Conglomerates,2.0149999999999997
Precious Metals,1.79
Marine Shipping,1.473
Investment Trusts/Mutual Funds,1.4066666666666665
Gas Distributors,1.2791666666666668
Aerospace & Defense,1.2521739130434784
Multi-Line Insurance,1.135
Metal Fabrication,1.035
Railroads,1.0266666666666666
Trucks/Construction/Farm Machinery,0.6955555555555556
Other Consumer Specialties,0.66
Tobacco,0.6466666666666666
Electric Utilities,0.6331111111111112
Chemicals: Specialty,0.5631818181818182
Alternative Power Generation,0.52
Chemicals: Major Diversified,0.39875
Computer Communications,0.38999999999999996
Packaged Software,0.3660465116279071
Movies/Entertainment,0.32555555555555554
Specialty Insurance,0.22000000000000003
Life/Health Insurance,0.2023076923076923
Information Technology Services,0.1480952380952381
Food Retail,0.13857142857142857
Medical Distributors,0.1316666666666667
Food: Meat/Fish/Dairy,0.11250000000000002
Drugstore Chains,0.06
Electronic Components,0.04285714285714283
Industrial Specialties,0.014999999999999994
Construction Materials,-0.041999999999999975
Wholesale Distributors,-0.043684210526315756
Water Utilities,-0.07333333333333338
Computer Processing Hardware,-0.08000000000000003
Miscellaneous Commercial Services,-0.10999999999999999
Electrical Products,-0.11125000000000002
Engineering & Construction,-0.11437500000000002
Beverages: Alcoholic,-0.11666666666666664
Investment Managers,-0.1475
Pharmaceuticals: Other,-0.17769230769230773
Major Telecommunications,-0.19833333333333333
Food Distributors,-0.20142857142857143
Services to the Health Industry,-0.20333333333333334
Data Processing Services,-0.272
Food: Major Diversified,-0.2733333333333333
Industrial Conglomerates,-0.30571428571428566
Telecommunications Equipment,-0.31999999999999995
Food: Specialty/Candy,-0.33153846153846156
Miscellaneous Manufacturing,-0.3575
Textiles,-0.36
Major Banks,-0.39499999999999996
Containers/Packaging,-0.39799999999999996
Beverages: Non-Alcoholic,-0.43166666666666664
Household/Personal Care,-0.4366666666666667
Managed Health Care,-0.48
Hospital/Nursing Management,-0.49
Broadcasting,-0.4942857142857143
Regional Banks,-0.4974509803921569
Industrial Machinery,-0.5
Discount Stores,-0.5033333333333333
Medical/Nursing Services,-0.508888888888889
Finance/Rental/Leasing,-0.5219230769230769
Motor Vehicles,-0.5449999999999999
Wireless Telecommunications,-0.5549999999999999
Tools & Hardware,-0.56
Environmental Services,-0.591
Pharmaceuticals: Generic,-0.61
Savings Banks,-0.6157142857142857
Electronics Distributors,-0.64
Office Equipment/Supplies,-0.7000000000000001
Semiconductors,-0.71
Pharmaceuticals: Major,-0.729375
Cable/Satellite TV,-0.7675
Insurance Brokers/Services,-0.7942857142857144
Medical Specialties,-0.8147826086956521
Publishing: Books/Magazines,-0.815
Real Estate Development,-0.8166666666666667
Publishing: Newspapers,-0.8766666666666666
Pulp & Paper,-0.8899999999999999
Auto Parts: OEM,-0.95375
Apparel/Footwear,-0.9714285714285715
Computer Peripherals,-1.0
Internet Software/Services,-1.1179999999999999
Recreational Products,-1.1327272727272726
Internet Retail,-1.155
Electronic Equipment/Instruments,-1.1837499999999999
Financial Conglomerates,-1.2040000000000002
Trucking,-1.2358333333333333
Investment Banks/Brokers,-1.2518181818181817
Air Freight/Couriers,-1.2885714285714285
Financial Publishing/Services,-1.295
Building Products,-1.3194117647058823
Specialty Stores,-1.3295238095238093
Hotels/Resorts/Cruise lines,-1.36
Electronics/Appliances,-1.3725
Automotive Aftermarket,-1.38
Electronic Production Equipment,-1.5222222222222221
Other Consumer Services,-1.576875
Department Stores,-1.5866666666666667
Airlines,-1.6275
Personnel Services,-1.78
Consumer Sundries,-1.79
Casinos/Gaming,-1.7983333333333331
Other Transportation,-1.8599999999999999
Specialty Telecommunications,-1.975
Biotechnology,-2.013333333333333
Restaurants,-2.2846153846153845
Apparel/Footwear Retail,-2.3666666666666667
Advertising/Marketing Services,-2.6166666666666667
Commercial Printing/Forms,-2.82
Home Improvement Chains,-3.38
Forest Products,-3.5239999999999996
Homebuilding,-4.0609090909090915
