Industry,Daily_change
Contract Drilling,4.836666666666667
Integrated Oil,4.828125
Oil & Gas Production,4.763636363636364
Oilfield Services/Equipment,3.9575
Publishing: Books/Magazines,2.56
Other Transportation,2.44
Investment Trusts/Mutual Funds,2.4
Computer Processing Hardware,2.332
Coal,2.3266666666666667
Containers/Packaging,2.106
Oil & Gas Pipelines,2.0955555555555554
Gas Distributors,1.9915384615384615
Regional Banks,1.9875490196078431
Financial Conglomerates,1.818148148148148
Tobacco,1.8066666666666666
Major Banks,1.7669230769230768
Life/Health Insurance,1.7607692307692309
Savings Banks,1.6328571428571428
Marine Shipping,1.5766666666666669
Recreational Products,1.525
Specialty Telecommunications,1.5125
Food: Major Diversified,1.505
Property/Casualty Insurance,1.4866666666666668
Construction Materials,1.475
Electric Utilities,1.458913043478261
Oil Refining/Marketing,1.4288888888888889
Airlines,1.4116666666666668
Insurance Brokers/Services,1.3949999999999998
Specialty Insurance,1.3666666666666667
Medical Distributors,1.36
Multi-Line Insurance,1.352857142857143
Railroads,1.3399999999999999
Hospital/Nursing Management,1.3
Food: Specialty/Candy,1.2816666666666665
Textiles,1.23
Beverages: Alcoholic,1.2
Chemicals: Agricultural,1.117
Agricultural Commodities/Milling,1.085
Trucks/Construction/Farm Machinery,1.0605882352941176
Advertising/Marketing Services,1.01
Major Telecommunications,0.9785714285714285
Electronic Components,0.9521428571428572
Industrial Conglomerates,0.9257142857142858
Tools & Hardware,0.92
Automotive Aftermarket,0.88
Financial Publishing/Services,0.865
Office Equipment/Supplies,0.8533333333333334
Apparel/Footwear,0.84
Services to the Health Industry,0.82
Internet Retail,0.8166666666666668
Telecommunications Equipment,0.7985714285714286
Chemicals: Specialty,0.7556521739130434
Engineering & Construction,0.754375
Household/Personal Care,0.7372727272727272
Food: Meat/Fish/Dairy,0.725
Publishing: Newspapers,0.7233333333333333
Wireless Telecommunications,0.6677777777777778
Real Estate Development,0.662
Environmental Services,0.618
Miscellaneous Commercial Services,0.588
Medical/Nursing Services,0.5866666666666667
Investment Managers,0.574054054054054
Managed Health Care,0.565
Electronics Distributors,0.5599999999999999
Apparel/Footwear Retail,0.5483333333333333
Miscellaneous Manufacturing,0.548
Broadcasting,0.5442857142857143
Electronic Equipment/Instruments,0.5288888888888889
Water Utilities,0.5216666666666666
Alternative Power Generation,0.44166666666666665
Pharmaceuticals: Other,0.405
Steel,0.4030769230769231
Wholesale Distributors,0.38736842105263153
Other Consumer Specialties,0.38
Other Consumer Services,0.36736842105263157
Aerospace & Defense,0.3613043478260869
Beverages: Non-Alcoholic,0.3516666666666666
Drugstore Chains,0.33999999999999997
Medical Specialties,0.3336
Finance/Rental/Leasing,0.32866666666666666
Investment Banks/Brokers,0.31523809523809526
Cable/Satellite TV,0.27749999999999997
Discount Stores,0.27666666666666667
Consumer Sundries,0.24
Restaurants,0.2330769230769231
Air Freight/Couriers,0.23142857142857146
Department Stores,0.225
Data Processing Services,0.19
Industrial Machinery,0.15133333333333335
Precious Metals,0.0973684210526316
Movies/Entertainment,0.06833333333333333
Semiconductors,0.06783783783783784
Motor Vehicles,0.05999999999999997
Personnel Services,0.03444444444444447
Specialty Stores,-0.06157894736842107
Electrical Products,-0.06684210526315787
Pharmaceuticals: Major,-0.07795454545454544
Hotels/Resorts/Cruise lines,-0.07899999999999999
Auto Parts: OEM,-0.09428571428571429
Information Technology Services,-0.10488372093023256
Industrial Specialties,-0.24266666666666664
Forest Products,-0.255
Electronics/Appliances,-0.34500000000000003
Building Products,-0.36333333333333334
Computer Peripherals,-0.41600000000000004
Computer Communications,-0.4716666666666667
Pulp & Paper,-0.505
Packaged Software,-0.5160869565217392
Other Metals/Minerals,-0.5742857142857142
Media Conglomerates,-0.64
Internet Software/Services,-0.6976470588235294
Electronic Production Equipment,-0.7022222222222223
Biotechnology,-0.74875
Trucking,-0.7527272727272727
Food Retail,-0.8
Chemicals: Major Diversified,-0.8125
Food Distributors,-0.9242857142857143
Commercial Printing/Forms,-0.94
Homebuilding,-1.07
Metal Fabrication,-1.085
Casinos/Gaming,-1.6516666666666666
Home Improvement Chains,-2.2350000000000003
Aluminum,-2.465
