Industry,Daily_change
Aluminum,6.195
Coal,5.476666666666667
Contract Drilling,2.8083333333333336
Oil & Gas Production,2.5209375
Other Metals/Minerals,2.0877777777777777
Precious Metals,2.0542857142857143
Integrated Oil,1.6646666666666665
Commercial Printing/Forms,1.46
Chemicals: Agricultural,1.408
Oil & Gas Pipelines,1.3708695652173915
Investment Trusts/Mutual Funds,0.9866666666666667
Oilfield Services/Equipment,0.9346153846153846
Oil Refining/Marketing,0.9099999999999999
Agricultural Commodities/Milling,0.835
Marine Shipping,0.805
Other Transportation,0.03500000000000003
Electric Utilities,-0.041999999999999996
Food Retail,-0.09857142857142853
Publishing: Newspapers,-0.09999999999999994
Food: Major Diversified,-0.09999999999999998
Railroads,-0.27666666666666667
Pulp & Paper,-0.29500000000000004
Major Telecommunications,-0.33666666666666667
Food: Specialty/Candy,-0.3518181818181818
Aerospace & Defense,-0.418695652173913
Movies/Entertainment,-0.425
Food: Meat/Fish/Dairy,-0.51
Pharmaceuticals: Other,-0.5484615384615384
Water Utilities,-0.5499999999999999
Gas Distributors,-0.5775
Wireless Telecommunications,-0.5800000000000001
Food Distributors,-0.5914285714285715
Steel,-0.6108333333333332
Environmental Services,-0.613
Property/Casualty Insurance,-0.7266666666666667
Chemicals: Specialty,-0.7477272727272727
Financial Conglomerates,-0.8219999999999998
Trucks/Construction/Farm Machinery,-0.839375
Multi-Line Insurance,-0.8664285714285713
Restaurants,-0.9108333333333333
Chemicals: Major Diversified,-0.93625
Packaged Software,-0.9406818181818182
Tobacco,-0.9500000000000001
Insurance Brokers/Services,-0.9585714285714285
Industrial Specialties,-1.064375
Specialty Telecommunications,-1.1099999999999999
Wholesale Distributors,-1.118421052631579
Metal Fabrication,-1.1566666666666667
Airlines,-1.1600000000000001
Other Consumer Services,-1.186875
Drugstore Chains,-1.205
Beverages: Alcoholic,-1.22
Medical/Nursing Services,-1.2522222222222221
Personnel Services,-1.26
Pharmaceuticals: Major,-1.2627777777777778
Computer Processing Hardware,-1.2879999999999998
Internet Software/Services,-1.3033333333333335
Computer Communications,-1.3233333333333333
Industrial Machinery,-1.3448275862068966
Life/Health Insurance,-1.3800000000000001
Publishing: Books/Magazines,-1.395
Engineering & Construction,-1.4233333333333331
Discount Stores,-1.4233333333333336
Specialty Stores,-1.4485
Media Conglomerates,-1.4649999999999999
Hospital/Nursing Management,-1.4716666666666667
Electrical Products,-1.4847058823529413
Department Stores,-1.4849999999999999
Hotels/Resorts/Cruise lines,-1.491111111111111
Finance/Rental/Leasing,-1.4951851851851852
Cable/Satellite TV,-1.52
Information Technology Services,-1.5739024390243903
Miscellaneous Commercial Services,-1.6020689655172413
Broadcasting,-1.6042857142857143
Data Processing Services,-1.6093333333333333
Construction Materials,-1.612
Investment Managers,-1.6177142857142857
Auto Parts: OEM,-1.6914285714285715
Industrial Conglomerates,-1.7085714285714284
Other Consumer Specialties,-1.73
Telecommunications Equipment,-1.7349999999999999
Electronic Components,-1.7414285714285713
Financial Publishing/Services,-1.77
Investment Banks/Brokers,-1.7795238095238095
Household/Personal Care,-1.781818181818182
Advertising/Marketing Services,-1.79
Office Equipment/Supplies,-1.8133333333333332
Miscellaneous Manufacturing,-1.8271428571428572
Biotechnology,-1.9028
Medical Distributors,-1.9100000000000001
Real Estate Development,-1.935
Casinos/Gaming,-1.9399999999999997
Electronics/Appliances,-1.9425000000000001
Specialty Insurance,-1.982222222222222
Computer Peripherals,-2.004
Electronic Equipment/Instruments,-2.00875
Textiles,-2.01
Containers/Packaging,-2.0273333333333334
Apparel/Footwear Retail,-2.0633333333333335
Beverages: Non-Alcoholic,-2.095
Internet Retail,-2.16
Alternative Power Generation,-2.1666666666666665
Consumer Sundries,-2.21
Services to the Health Industry,-2.276666666666667
Managed Health Care,-2.3266666666666667
Electronic Production Equipment,-2.35875
Air Freight/Couriers,-2.3814285714285717
Electronics Distributors,-2.395
Semiconductors,-2.4614285714285717
Tools & Hardware,-2.55
Forest Products,-2.596
Motor Vehicles,-2.5975
Trucking,-2.6266666666666665
Apparel/Footwear,-2.674285714285714
Medical Specialties,-2.7530434782608695
Building Products,-2.756875
Savings Banks,-2.8200000000000003
Pharmaceuticals: Generic,-2.87
Major Banks,-2.9130769230769227
Regional Banks,-3.32343137254902
Recreational Products,-3.4922222222222223
Home Improvement Chains,-3.575
Automotive Aftermarket,-3.915
Homebuilding,-4.59375
