Industry,Daily_change
Telecommunications Equipment,6.4325
Motor Vehicles,2.5574999999999997
Insurance Brokers/Services,1.5883333333333336
Medical Specialties,1.3734
Internet Retail,1.2533333333333334
Medical/Nursing Services,1.242
Discount Stores,1.1433333333333333
Packaged Software,1.1325531914893616
Building Products,0.9807692307692307
Household/Personal Care,0.9258333333333334
Financial Publishing/Services,0.92
Air Freight/Couriers,0.9128571428571428
Environmental Services,0.8960000000000001
Beverages: Non-Alcoholic,0.8400000000000001
Electronics/Appliances,0.825
Alternative Power Generation,0.7833333333333333
Home Improvement Chains,0.78
Services to the Health Industry,0.7766666666666667
Information Technology Services,0.7034883720930233
Internet Software/Services,0.6611111111111111
Hospital/Nursing Management,0.6485714285714286
Other Consumer Services,0.6352631578947369
Forest Products,0.635
Construction Materials,0.6125
Trucking,0.5981818181818181
Data Processing Services,0.5775
Water Utilities,0.5033333333333333
Computer Communications,0.48500000000000004
Pharmaceuticals: Other,0.485
Electric Utilities,0.4845652173913043
Personnel Services,0.44222222222222224
Auto Parts: OEM,0.41428571428571426
Homebuilding,0.4033333333333334
Commercial Printing/Forms,0.37
Marine Shipping,0.35466666666666663
Airlines,0.3499999999999999
Department Stores,0.33499999999999996
Financial Conglomerates,0.3312
Restaurants,0.315
Railroads,0.30166666666666664
Chemicals: Major Diversified,0.2825
Computer Peripherals,0.2800000000000001
Major Telecommunications,0.27714285714285714
Wireless Telecommunications,0.2644444444444444
Apparel/Footwear Retail,0.19714285714285712
Managed Health Care,0.18666666666666668
Miscellaneous Commercial Services,0.16800000000000004
Cable/Satellite TV,0.16499999999999998
Specialty Telecommunications,0.16000000000000003
Semiconductors,0.14243243243243242
Food Retail,0.12875
Gas Distributors,0.11076923076923076
Food: Specialty/Candy,0.09166666666666663
Medical Distributors,0.085
Food Distributors,0.0774999999999999
Apparel/Footwear,0.05125
Media Conglomerates,0.025
Food: Major Diversified,0.0075
Recreational Products,0.004999999999999982
Investment Managers,0.0035135135135135167
Investment Banks/Brokers,-0.011904761904761904
Pharmaceuticals: Major,-0.10116279069767443
Real Estate Development,-0.12133333333333333
Drugstore Chains,-0.16499999999999998
Industrial Specialties,-0.2066666666666667
Biotechnology,-0.21062500000000003
Hotels/Resorts/Cruise lines,-0.229
Publishing: Books/Magazines,-0.23
Property/Casualty Insurance,-0.23500000000000001
Finance/Rental/Leasing,-0.24931034482758618
Investment Trusts/Mutual Funds,-0.25666666666666665
Other Consumer Specialties,-0.27
Publishing: Newspapers,-0.27
Beverages: Alcoholic,-0.2866666666666666
Containers/Packaging,-0.32733333333333337
Electronic Equipment/Instruments,-0.33222222222222225
Wholesale Distributors,-0.34368421052631576
Life/Health Insurance,-0.34461538461538466
Industrial Conglomerates,-0.3628571428571428
Food: Meat/Fish/Dairy,-0.38
Multi-Line Insurance,-0.46
Electronic Production Equipment,-0.4655555555555555
Casinos/Gaming,-0.47000000000000003
Electrical Products,-0.4833333333333333
Movies/Entertainment,-0.4921052631578947
Engineering & Construction,-0.5337500000000001
Miscellaneous Manufacturing,-0.572
Electronic Components,-0.5871428571428571
Savings Banks,-0.59
Office Equipment/Supplies,-0.6066666666666667
Aluminum,-0.6849999999999999
Trucks/Construction/Farm Machinery,-0.7618750000000001
Specialty Stores,-0.7947368421052632
Consumer Sundries,-0.82
Advertising/Marketing Services,-0.8466666666666667
Specialty Insurance,-0.8566666666666667
Industrial Machinery,-0.8766666666666667
Regional Banks,-0.8891089108910891
Major Banks,-0.9403846153846154
Chemicals: Specialty,-1.1436363636363636
Metal Fabrication,-1.3866666666666667
Other Transportation,-1.405
Tools & Hardware,-1.42
Oil & Gas Pipelines,-1.5666666666666667
Computer Processing Hardware,-1.576
Agricultural Commodities/Milling,-1.58
Oil Refining/Marketing,-1.5977777777777777
Tobacco,-1.75
Aerospace & Defense,-1.8056521739130436
Automotive Aftermarket,-1.94
Pulp & Paper,-1.9849999999999999
Broadcasting,-2.0011111111111113
Electronics Distributors,-2.12
Steel,-2.1215384615384614
Integrated Oil,-2.41625
Textiles,-2.46
Chemicals: Agricultural,-2.536
Other Metals/Minerals,-2.597142857142857
Oil & Gas Production,-2.9787878787878785
Coal,-3.0850000000000004
Contract Drilling,-3.11
Precious Metals,-3.1244444444444444
Oilfield Services/Equipment,-4.74375
