Industry,Daily_change
Chemicals: Agricultural,2.7725
Oil Refining/Marketing,2.537777777777778
Aluminum,1.915
Other Metals/Minerals,1.4664285714285714
Marine Shipping,1.3113333333333335
Managed Health Care,1.282
Internet Retail,1.245
Precious Metals,1.168235294117647
Food: Meat/Fish/Dairy,0.73
Railroads,0.725
Electric Utilities,0.6793181818181818
Medical/Nursing Services,0.6433333333333333
Environmental Services,0.642
Oil & Gas Production,0.5606451612903227
Oilfield Services/Equipment,0.515
Water Utilities,0.49666666666666665
Contract Drilling,0.4583333333333333
Agricultural Commodities/Milling,0.44125
Steel,0.43000000000000005
Coal,0.22666666666666668
Beverages: Alcoholic,0.2233333333333333
Integrated Oil,0.18666666666666665
Insurance Brokers/Services,0.18
Tobacco,0.15000000000000002
Automotive Aftermarket,0.14
Oil & Gas Pipelines,0.12307692307692306
Food: Specialty/Candy,0.10999999999999997
Property/Casualty Insurance,0.09000000000000001
Data Processing Services,0.06999999999999998
Aerospace & Defense,0.030434782608695626
Department Stores,0.029999999999999916
Gas Distributors,0.022307692307692292
Financial Publishing/Services,-0.010000000000000009
Discount Stores,-0.05999999999999998
Multi-Line Insurance,-0.11000000000000001
Wireless Telecommunications,-0.11888888888888888
Investment Trusts/Mutual Funds,-0.13
Food: Major Diversified,-0.19166666666666665
Medical Specialties,-0.22980392156862747
Specialty Telecommunications,-0.2575
Movies/Entertainment,-0.28833333333333333
Alternative Power Generation,-0.3116666666666667
Office Equipment/Supplies,-0.36000000000000004
Financial Conglomerates,-0.3926086956521739
Advertising/Marketing Services,-0.4033333333333334
Electrical Products,-0.40882352941176475
Media Conglomerates,-0.41999999999999993
Medical Distributors,-0.4266666666666667
Publishing: Newspapers,-0.4566666666666667
Chemicals: Specialty,-0.4572727272727273
Major Telecommunications,-0.46142857142857147
Wholesale Distributors,-0.5205263157894737
Airlines,-0.5228571428571429
Restaurants,-0.5466666666666666
Industrial Conglomerates,-0.6185714285714285
Information Technology Services,-0.6602325581395349
Engineering & Construction,-0.7071428571428572
Containers/Packaging,-0.7326666666666667
Other Consumer Specialties,-0.79
Tools & Hardware,-0.82
Trucks/Construction/Farm Machinery,-0.8260000000000001
Life/Health Insurance,-0.8261538461538461
Textiles,-0.87
Broadcasting,-0.8977777777777778
Hotels/Resorts/Cruise lines,-0.9136363636363637
Drugstore Chains,-0.915
Investment Banks/Brokers,-0.9371428571428572
Motor Vehicles,-0.9525
Investment Managers,-1.0197142857142856
Electronics/Appliances,-1.0433333333333332
Other Transportation,-1.045
Miscellaneous Commercial Services,-1.0736666666666668
Miscellaneous Manufacturing,-1.0783333333333334
Packaged Software,-1.0829411764705883
Pharmaceuticals: Major,-1.083953488372093
Hospital/Nursing Management,-1.1316666666666666
Internet Software/Services,-1.1388888888888888
Real Estate Development,-1.183846153846154
Household/Personal Care,-1.2215384615384615
Food Retail,-1.22625
Consumer Sundries,-1.23
Food Distributors,-1.2888888888888888
Cable/Satellite TV,-1.31
Auto Parts: OEM,-1.325
Beverages: Non-Alcoholic,-1.3316666666666668
Air Freight/Couriers,-1.34375
Recreational Products,-1.4290909090909092
Chemicals: Major Diversified,-1.45
Electronic Equipment/Instruments,-1.4555555555555555
Other Consumer Services,-1.4736842105263157
Publishing: Books/Magazines,-1.5
Specialty Insurance,-1.5044444444444443
Telecommunications Equipment,-1.55375
Industrial Specialties,-1.6026666666666667
Industrial Machinery,-1.6289285714285715
Personnel Services,-1.651111111111111
Biotechnology,-1.681875
Pharmaceuticals: Other,-1.7
Finance/Rental/Leasing,-1.796
Building Products,-1.8049999999999997
Casinos/Gaming,-1.8166666666666667
Services to the Health Industry,-1.83
Major Banks,-1.84375
Computer Peripherals,-1.9775
Electronic Components,-1.9957142857142858
Trucking,-2.116
Computer Processing Hardware,-2.168
Metal Fabrication,-2.1833333333333336
Computer Communications,-2.205
Specialty Stores,-2.2473684210526317
Savings Banks,-2.432142857142857
Apparel/Footwear,-2.455
Pulp & Paper,-2.545
Homebuilding,-2.565
Regional Banks,-2.79125
Electronics Distributors,-2.8249999999999997
Forest Products,-2.8475
Apparel/Footwear Retail,-2.971666666666667
Commercial Printing/Forms,-3.0
Semiconductors,-3.335277777777778
Construction Materials,-3.355
Home Improvement Chains,-3.75
Electronic Production Equipment,-4.253333333333334
