Industry,Daily_change
Oilfield Services/Equipment,3.9600000000000004
Discount Stores,3.835
Oil & Gas Production,3.0257575757575754
Contract Drilling,2.9857142857142853
Home Improvement Chains,2.37
Precious Metals,2.299285714285714
Medical Distributors,2.2550000000000003
Cable/Satellite TV,2.196
Marine Shipping,2.158888888888889
Investment Trusts/Mutual Funds,2.106666666666667
Integrated Oil,2.0653333333333332
Coal,1.955
Food Retail,1.7957142857142858
Drugstore Chains,1.795
Specialty Stores,1.6477777777777778
Apparel/Footwear Retail,1.6239999999999999
Pharmaceuticals: Other,1.5299999999999998
Tools & Hardware,1.51
Services to the Health Industry,1.5
Life/Health Insurance,1.383076923076923
Hospital/Nursing Management,1.21
Containers/Packaging,1.2093333333333334
Oil & Gas Pipelines,1.1916666666666667
Construction Materials,1.1833333333333333
Oil Refining/Marketing,1.1355555555555554
Major Telecommunications,1.1185714285714285
Multi-Line Insurance,1.022142857142857
Beverages: Alcoholic,0.9633333333333334
Forest Products,0.9550000000000001
Homebuilding,0.945
Agricultural Commodities/Milling,0.8900000000000001
Wireless Telecommunications,0.8855555555555557
Food Distributors,0.8075
Chemicals: Major Diversified,0.8042857142857143
Financial Conglomerates,0.7962499999999999
Chemicals: Agricultural,0.7150000000000001
Investment Banks/Brokers,0.7015789473684211
Food: Meat/Fish/Dairy,0.6875
Other Metals/Minerals,0.6672727272727272
Food: Major Diversified,0.51
Automotive Aftermarket,0.475
Apparel/Footwear,0.4728571428571428
Gas Distributors,0.4646153846153846
Broadcasting,0.45875
Managed Health Care,0.42166666666666663
Electronics/Appliances,0.4033333333333333
Publishing: Books/Magazines,0.39999999999999997
Major Banks,0.3984
Medical/Nursing Services,0.3466666666666666
Electric Utilities,0.33787234042553194
Industrial Specialties,0.29066666666666663
Environmental Services,0.21499999999999994
Household/Personal Care,0.18999999999999997
Pulp & Paper,0.17
Investment Managers,0.12733333333333335
Property/Casualty Insurance,0.10294117647058823
Restaurants,0.09833333333333331
Biotechnology,0.0661538461538462
Metal Fabrication,0.06333333333333331
Publishing: Newspapers,0.05666666666666667
Auto Parts: OEM,0.009999999999999986
Medical Specialties,-0.033518518518518545
Trucks/Construction/Farm Machinery,-0.10230769230769231
Recreational Products,-0.11222222222222225
Wholesale Distributors,-0.13894736842105262
Insurance Brokers/Services,-0.14666666666666667
Chemicals: Specialty,-0.1638095238095238
Food: Specialty/Candy,-0.17857142857142858
Motor Vehicles,-0.20500000000000007
Regional Banks,-0.20978021978021977
Finance/Rental/Leasing,-0.22909090909090918
Miscellaneous Manufacturing,-0.236
Air Freight/Couriers,-0.29000000000000004
Beverages: Non-Alcoholic,-0.2914285714285714
Industrial Conglomerates,-0.2966666666666667
Miscellaneous Commercial Services,-0.3265625
Financial Publishing/Services,-0.33
Office Equipment/Supplies,-0.335
Engineering & Construction,-0.3473333333333333
Specialty Telecommunications,-0.35
Movies/Entertainment,-0.35368421052631577
Steel,-0.35545454545454547
Advertising/Marketing Services,-0.36333333333333334
Internet Retail,-0.38999999999999996
Personnel Services,-0.4028571428571429
Electronic Components,-0.49230769230769234
Pharmaceuticals: Major,-0.5642222222222222
Specialty Insurance,-0.57375
Media Conglomerates,-0.61
Savings Banks,-0.629
Trucking,-0.6366666666666667
Commercial Printing/Forms,-0.72
Other Consumer Services,-0.7211764705882353
Data Processing Services,-0.7253333333333333
Information Technology Services,-0.7377777777777779
Computer Processing Hardware,-0.764
Building Products,-0.808
Real Estate Development,-0.8166666666666668
Department Stores,-0.8250000000000001
Internet Software/Services,-0.8664285714285714
Telecommunications Equipment,-0.8733333333333334
Tobacco,-0.9299999999999999
Casinos/Gaming,-0.932
Electronic Equipment/Instruments,-0.9499999999999998
Packaged Software,-1.0016666666666667
Electronics Distributors,-1.0066666666666666
Hotels/Resorts/Cruise lines,-1.0466666666666666
Railroads,-1.0566666666666666
Water Utilities,-1.0833333333333333
Other Consumer Specialties,-1.16
Airlines,-1.198
Industrial Machinery,-1.2391304347826086
Other Transportation,-1.49
Aerospace & Defense,-1.5077272727272728
Electrical Products,-1.5425
Computer Communications,-1.5433333333333332
Consumer Sundries,-1.58
Alternative Power Generation,-1.6583333333333332
Textiles,-1.71
Computer Peripherals,-1.816
Semiconductors,-2.231176470588235
Aluminum,-2.375
Electronic Production Equipment,-3.8466666666666662
