Industry,Daily_change
Aluminum,6.515
Food Retail,4.708333333333333
Oil & Gas Production,4.4399999999999995
Contract Drilling,4.198333333333333
Oilfield Services/Equipment,4.032727272727272
Coal,4.010000000000001
Railroads,3.953333333333333
Oil Refining/Marketing,3.5366666666666666
Water Utilities,3.41
Precious Metals,3.0566666666666666
Integrated Oil,2.9073333333333333
Other Transportation,2.48
Investment Trusts/Mutual Funds,2.08
Managed Health Care,1.92
Electric Utilities,1.8606818181818183
Chemicals: Agricultural,1.4125
Drugstore Chains,1.3800000000000001
Discount Stores,1.3733333333333333
Gas Distributors,1.3454545454545455
Major Telecommunications,1.3325
Environmental Services,1.2175
Financial Publishing/Services,1.025
Data Processing Services,0.9480000000000001
Pharmaceuticals: Major,0.7861538461538462
Air Freight/Couriers,0.706
Oil & Gas Pipelines,0.6995999999999999
Information Technology Services,0.5353125000000001
Pharmaceuticals: Generic,0.5
Alternative Power Generation,0.4616666666666666
Restaurants,0.4042857142857143
Medical/Nursing Services,0.38
Automotive Aftermarket,0.38
Other Metals/Minerals,0.3014285714285713
Consumer Sundries,0.3
Other Consumer Specialties,0.29
Medical Distributors,0.28333333333333327
Food: Specialty/Candy,0.19900000000000007
Pharmaceuticals: Other,0.17416666666666666
Wireless Telecommunications,0.02799999999999998
Beverages: Alcoholic,0.020000000000000018
Beverages: Non-Alcoholic,-0.015000000000000013
Aerospace & Defense,-0.04714285714285714
Insurance Brokers/Services,-0.14
Hospital/Nursing Management,-0.17166666666666672
Engineering & Construction,-0.17727272727272728
Industrial Specialties,-0.19800000000000006
Specialty Telecommunications,-0.2
Trucking,-0.21375
Construction Materials,-0.2425
Miscellaneous Commercial Services,-0.25583333333333336
Steel,-0.3054545454545456
Medical Specialties,-0.31102564102564106
Tobacco,-0.3433333333333333
Containers/Packaging,-0.37083333333333335
Property/Casualty Insurance,-0.41529411764705887
Homebuilding,-0.491
Trucks/Construction/Farm Machinery,-0.5030769230769231
Home Improvement Chains,-0.505
Building Products,-0.5715384615384616
Services to the Health Industry,-0.6133333333333333
Publishing: Newspapers,-0.6866666666666665
Food: Major Diversified,-0.8125
Internet Software/Services,-0.8140000000000001
Marine Shipping,-0.8141666666666666
Specialty Stores,-0.8376470588235294
Wholesale Distributors,-0.884
Department Stores,-0.895
Packaged Software,-0.9051851851851852
Textiles,-1.02
Food Distributors,-1.1533333333333333
Industrial Conglomerates,-1.1575
Financial Conglomerates,-1.15875
Publishing: Books/Magazines,-1.175
Computer Peripherals,-1.1766666666666667
Chemicals: Specialty,-1.18
Biotechnology,-1.22
Specialty Insurance,-1.2377777777777776
Investment Banks/Brokers,-1.245625
Household/Personal Care,-1.271111111111111
Agricultural Commodities/Milling,-1.2914285714285714
Multi-Line Insurance,-1.3864285714285713
Computer Processing Hardware,-1.41
Electrical Products,-1.46
Tools & Hardware,-1.5
Internet Retail,-1.53
Metal Fabrication,-1.6260000000000001
Investment Managers,-1.6566666666666665
Electronics Distributors,-1.6666666666666667
Miscellaneous Manufacturing,-1.6740000000000002
Auto Parts: OEM,-1.68
Computer Communications,-1.6900000000000002
Other Consumer Services,-1.8475000000000001
Food: Meat/Fish/Dairy,-2.005
Semiconductors,-2.0893333333333333
Savings Banks,-2.15
Electronics/Appliances,-2.225
Hotels/Resorts/Cruise lines,-2.22875
Electronic Components,-2.2716666666666665
Personnel Services,-2.296666666666667
Telecommunications Equipment,-2.33
Forest Products,-2.33
Movies/Entertainment,-2.414
Finance/Rental/Leasing,-2.4773684210526317
Industrial Machinery,-2.48
Broadcasting,-2.585
Cable/Satellite TV,-2.6066666666666665
Office Equipment/Supplies,-2.625
Pulp & Paper,-2.66
Major Banks,-2.7376
Recreational Products,-2.85125
Apparel/Footwear,-3.0566666666666666
Casinos/Gaming,-3.063333333333333
Chemicals: Major Diversified,-3.0985714285714283
Regional Banks,-3.107553191489362
Electronic Equipment/Instruments,-3.1125
Life/Health Insurance,-3.143333333333333
Airlines,-3.2199999999999998
Real Estate Development,-3.273076923076923
Advertising/Marketing Services,-4.39
Electronic Production Equipment,-4.8
Apparel/Footwear Retail,-6.45
Media Conglomerates,-6.66
