Industry,Daily_change
Advertising/Marketing Services,12.803333333333333
Office Equipment/Supplies,3.625
Personnel Services,3.2471428571428573
Containers/Packaging,2.414285714285714
Automotive Aftermarket,2.115
Discount Stores,1.7366666666666666
Food: Specialty/Candy,1.3119999999999998
Major Banks,1.2980769230769231
Other Consumer Specialties,1.23
Home Improvement Chains,1.22
Construction Materials,1.186
Life/Health Insurance,1.1823076923076923
Multi-Line Insurance,1.1785714285714286
Property/Casualty Insurance,1.1688888888888889
Textiles,1.13
Specialty Insurance,1.082222222222222
Beverages: Alcoholic,1.04
Beverages: Non-Alcoholic,1.03
Drugstore Chains,0.99
Consumer Sundries,0.9
Publishing: Books/Magazines,0.87
Investment Banks/Brokers,0.8694444444444444
Regional Banks,0.8486868686868686
Food: Major Diversified,0.7211111111111111
Finance/Rental/Leasing,0.6872727272727274
Household/Personal Care,0.6155555555555555
Chemicals: Major Diversified,0.5025
Cable/Satellite TV,0.48333333333333334
Electronics/Appliances,0.4825
Medical Distributors,0.4816666666666667
Food Retail,0.465
Chemicals: Specialty,0.46222222222222215
Savings Banks,0.45142857142857146
Miscellaneous Manufacturing,0.42
Data Processing Services,0.415
Gas Distributors,0.3791666666666666
Airlines,0.31
Media Conglomerates,0.3
Industrial Conglomerates,0.26
Wholesale Distributors,0.23058823529411765
Insurance Brokers/Services,0.21999999999999997
Tobacco,0.2066666666666667
Environmental Services,0.14125
Specialty Stores,0.135
Services to the Health Industry,0.06000000000000003
Managed Health Care,0.055000000000000056
Other Consumer Services,-0.010769230769230689
Industrial Specialties,-0.024999999999999956
Water Utilities,-0.075
Industrial Machinery,-0.08538461538461538
Trucks/Construction/Farm Machinery,-0.12214285714285712
Department Stores,-0.13
Miscellaneous Commercial Services,-0.16521739130434782
Real Estate Development,-0.28142857142857136
Pharmaceuticals: Generic,-0.34
Electronics Distributors,-0.3425
Trucking,-0.42699999999999994
Tools & Hardware,-0.48
Electric Utilities,-0.5011111111111112
Investment Trusts/Mutual Funds,-0.57
Pharmaceuticals: Major,-0.5707142857142856
Apparel/Footwear,-0.5825
Air Freight/Couriers,-0.5883333333333333
Apparel/Footwear Retail,-0.64
Aerospace & Defense,-0.6861904761904762
Movies/Entertainment,-0.705
Medical Specialties,-0.81
Hotels/Resorts/Cruise lines,-0.8400000000000001
Engineering & Construction,-0.8461538461538461
Pharmaceuticals: Other,-0.8572727272727273
Financial Publishing/Services,-0.875
Building Products,-0.8806666666666666
Medical/Nursing Services,-0.91375
Railroads,-0.9416666666666665
Publishing: Newspapers,-0.9433333333333334
Specialty Telecommunications,-1.0
Restaurants,-1.0070000000000001
Food: Meat/Fish/Dairy,-1.0325
Information Technology Services,-1.033030303030303
Steel,-1.0458333333333334
Alternative Power Generation,-1.1116666666666666
Major Telecommunications,-1.1466666666666667
Wireless Telecommunications,-1.22
Investment Managers,-1.2674074074074073
Electrical Products,-1.297857142857143
Other Metals/Minerals,-1.4100000000000001
Electronic Equipment/Instruments,-1.432
Broadcasting,-1.4483333333333335
Electronic Components,-1.4508333333333334
Financial Conglomerates,-1.49625
Motor Vehicles,-1.53
Metal Fabrication,-1.5683333333333334
Other Transportation,-1.595
Pulp & Paper,-1.6749999999999998
Food Distributors,-1.6849999999999998
Auto Parts: OEM,-1.7083333333333333
Recreational Products,-1.8277777777777777
Agricultural Commodities/Milling,-1.8771428571428572
Semiconductors,-1.9418181818181817
Computer Processing Hardware,-1.9420000000000002
Internet Software/Services,-1.969090909090909
Forest Products,-2.3120000000000003
Packaged Software,-2.335483870967742
Casinos/Gaming,-2.5060000000000002
Internet Retail,-2.52
Biotechnology,-2.6595238095238094
Hospital/Nursing Management,-2.7566666666666664
Chemicals: Agricultural,-2.9511111111111115
Oil & Gas Pipelines,-3.024285714285714
Marine Shipping,-3.0829999999999997
Computer Peripherals,-3.1700000000000004
Computer Communications,-3.51
Oil Refining/Marketing,-3.5300000000000002
Homebuilding,-3.65125
Telecommunications Equipment,-3.6566666666666667
Precious Metals,-3.76
Integrated Oil,-3.8793333333333333
Oil & Gas Production,-4.0680645161290325
Electronic Production Equipment,-4.468
Oilfield Services/Equipment,-5.855
Aluminum,-5.99
Contract Drilling,-7.523333333333333
Coal,-10.621666666666668
