Industry,Daily_change
Oilfield Services/Equipment,7.449999999999999
Contract Drilling,4.543333333333334
Alternative Power Generation,3.566666666666667
Precious Metals,2.0193333333333334
Oil & Gas Production,1.294375
Integrated Oil,0.7906666666666666
Wireless Telecommunications,0.541
Electric Utilities,0.4726666666666667
Water Utilities,0.4016666666666666
Specialty Telecommunications,0.040000000000000036
Gas Distributors,-0.11833333333333325
Consumer Sundries,-0.15
Chemicals: Agricultural,-0.191
Pharmaceuticals: Other,-0.25727272727272726
Oil & Gas Pipelines,-0.6115384615384615
Publishing: Books/Magazines,-0.6599999999999999
Engineering & Construction,-0.6673684210526316
Food Retail,-0.6842857142857144
Railroads,-0.7233333333333335
Marine Shipping,-0.7941666666666666
Biotechnology,-0.8160000000000001
Pharmaceuticals: Major,-0.9533333333333334
Food: Major Diversified,-0.990909090909091
Drugstore Chains,-1.065
Aerospace & Defense,-1.0714814814814815
Investment Trusts/Mutual Funds,-1.2
Major Telecommunications,-1.2814285714285716
Medical Distributors,-1.327142857142857
Pulp & Paper,-1.36
Electrical Products,-1.381304347826087
Beverages: Alcoholic,-1.5550000000000002
Other Metals/Minerals,-1.6077777777777778
Environmental Services,-1.7863636363636362
Food: Specialty/Candy,-1.848888888888889
Food: Meat/Fish/Dairy,-1.8724999999999998
Oil Refining/Marketing,-2.037777777777778
Metal Fabrication,-2.092222222222222
Electronic Components,-2.126315789473684
Property/Casualty Insurance,-2.221
Specialty Stores,-2.3058823529411767
Broadcasting,-2.327
Information Technology Services,-2.3403125
Hospital/Nursing Management,-2.376666666666667
Services to the Health Industry,-2.3975
Textiles,-2.4
Industrial Machinery,-2.658809523809524
Steel,-2.6775
Chemicals: Specialty,-2.7177777777777776
Wholesale Distributors,-2.7452380952380953
Telecommunications Equipment,-2.747
Savings Banks,-2.7635714285714283
Industrial Conglomerates,-2.7728571428571427
Multi-Line Insurance,-2.80764705882353
Miscellaneous Commercial Services,-2.833061224489796
Computer Peripherals,-2.8333333333333335
Insurance Brokers/Services,-2.86125
Medical/Nursing Services,-2.939523809523809
Agricultural Commodities/Milling,-3.0460000000000003
Building Products,-3.0500000000000003
Specialty Insurance,-3.074444444444444
Managed Health Care,-3.0883333333333334
Household/Personal Care,-3.1353333333333335
Discount Stores,-3.164
Medical Specialties,-3.173717948717949
Cable/Satellite TV,-3.2355555555555555
Other Transportation,-3.325
Tools & Hardware,-3.39
Industrial Specialties,-3.3922222222222222
Packaged Software,-3.453677419354839
Regional Banks,-3.4726415094339624
Publishing: Newspapers,-3.513333333333333
Electronic Equipment/Instruments,-3.521818181818182
Data Processing Services,-3.5384
Tobacco,-3.5625
Computer Processing Hardware,-3.564
Life/Health Insurance,-3.5684615384615386
Home Improvement Chains,-3.5766666666666667
Financial Conglomerates,-3.6315789473684212
Electronics Distributors,-3.7325
Major Banks,-3.738846153846154
Commercial Printing/Forms,-3.783333333333333
Trucks/Construction/Farm Machinery,-3.7924999999999995
Investment Banks/Brokers,-3.8312
Other Consumer Specialties,-3.89
Office Equipment/Supplies,-3.9
Semiconductors,-3.9763636363636365
Coal,-4.098333333333334
Containers/Packaging,-4.100588235294118
Investment Managers,-4.344545454545455
Electronics/Appliances,-4.37
Financial Publishing/Services,-4.4
Electronic Production Equipment,-4.404615384615385
Construction Materials,-4.422
Pharmaceuticals: Generic,-4.45
Miscellaneous Manufacturing,-4.503
Computer Communications,-4.523333333333333
Automotive Aftermarket,-4.6725
Real Estate Development,-4.701333333333333
Beverages: Non-Alcoholic,-4.755
Finance/Rental/Leasing,-4.782631578947369
Trucking,-4.791666666666667
Internet Software/Services,-4.854888888888889
Media Conglomerates,-4.935
Internet Retail,-4.946428571428571
Air Freight/Couriers,-4.988888888888889
Recreational Products,-4.995294117647059
Movies/Entertainment,-5.08952380952381
Personnel Services,-5.17125
Motor Vehicles,-5.299
Department Stores,-5.683333333333334
Other Consumer Services,-5.821538461538461
Forest Products,-5.8500000000000005
Homebuilding,-5.950555555555556
Electronics/Appliance Stores,-6.165
Aluminum,-6.3775
Auto Parts: OEM,-6.402142857142857
Advertising/Marketing Services,-6.4959999999999996
Food Distributors,-6.511111111111111
Home Furnishings,-6.544
Apparel/Footwear,-6.965238095238096
Chemicals: Major Diversified,-7.17625
Apparel/Footwear Retail,-7.412222222222222
Restaurants,-7.425652173913043
Hotels/Resorts/Cruise lines,-8.824166666666667
Casinos/Gaming,-10.878333333333332
Airlines,-12.030714285714286
