Industry,Daily_change
Coal,9.153333333333334
Chemicals: Agricultural,5.70625
Internet Retail,5.41
Oil Refining/Marketing,5.312222222222222
Oilfield Services/Equipment,5.0618181818181816
Aluminum,3.7649999999999997
Media Conglomerates,3.38
Steel,3.213636363636364
Other Transportation,2.88
Marine Shipping,2.4
Food Retail,2.2716666666666665
Oil & Gas Production,2.2175
Other Metals/Minerals,2.14375
Forest Products,2.1225
Contract Drilling,1.9833333333333334
Railroads,1.82
Chemicals: Specialty,1.7646666666666666
Oil & Gas Pipelines,1.53125
Hotels/Resorts/Cruise lines,1.53
Integrated Oil,1.4653333333333334
Precious Metals,1.4135714285714285
Wireless Telecommunications,1.3820000000000001
Airlines,1.2
Agricultural Commodities/Milling,1.1328571428571428
Financial Conglomerates,1.1242857142857143
Computer Peripherals,1.0733333333333333
Gas Distributors,1.032
Managed Health Care,0.9666666666666667
Electric Utilities,0.9231111111111111
Department Stores,0.905
Engineering & Construction,0.8907692307692308
Restaurants,0.8450000000000001
Movies/Entertainment,0.841875
Metal Fabrication,0.8083333333333332
Casinos/Gaming,0.784
Environmental Services,0.7275
Trucking,0.6055555555555555
Specialty Insurance,0.6022222222222222
Pharmaceuticals: Other,0.535
Pharmaceuticals: Major,0.515625
Other Consumer Services,0.5099999999999999
Publishing: Books/Magazines,0.5
Containers/Packaging,0.4063636363636364
Industrial Specialties,0.40099999999999997
Specialty Telecommunications,0.38333333333333336
Major Telecommunications,0.375
Discount Stores,0.35666666666666663
Alternative Power Generation,0.3466666666666667
Apparel/Footwear,0.27999999999999997
Electronics Distributors,0.245
Regional Banks,0.23989361702127657
Air Freight/Couriers,0.20400000000000001
Drugstore Chains,0.18
Data Processing Services,0.1771428571428571
Internet Software/Services,0.12333333333333335
Real Estate Development,0.09083333333333325
Food: Meat/Fish/Dairy,0.08499999999999999
Wholesale Distributors,0.01571428571428568
Savings Banks,-0.0007692307692307529
Auto Parts: OEM,-0.05333333333333334
Finance/Rental/Leasing,-0.07999999999999997
Chemicals: Major Diversified,-0.12857142857142853
Trucks/Construction/Farm Machinery,-0.1346153846153846
Medical Distributors,-0.14333333333333334
Information Technology Services,-0.16666666666666666
Construction Materials,-0.17500000000000002
Food Distributors,-0.1766666666666666
Services to the Health Industry,-0.17666666666666667
Pharmaceuticals: Generic,-0.19
Homebuilding,-0.20166666666666666
Aerospace & Defense,-0.20952380952380953
Miscellaneous Manufacturing,-0.252
Medical/Nursing Services,-0.2542857142857143
Home Improvement Chains,-0.265
Property/Casualty Insurance,-0.2670588235294118
Computer Processing Hardware,-0.27
Insurance Brokers/Services,-0.2916666666666667
Investment Banks/Brokers,-0.311875
Tools & Hardware,-0.32
Building Products,-0.34307692307692306
Apparel/Footwear Retail,-0.365
Electronic Components,-0.3933333333333333
Life/Health Insurance,-0.403
Investment Managers,-0.41
Specialty Stores,-0.42705882352941177
Industrial Machinery,-0.4361904761904762
Advertising/Marketing Services,-0.43999999999999995
Packaged Software,-0.44423076923076926
Multi-Line Insurance,-0.4535714285714286
Investment Trusts/Mutual Funds,-0.4666666666666666
Miscellaneous Commercial Services,-0.5272727272727272
Personnel Services,-0.5299999999999999
Major Banks,-0.5903999999999999
Publishing: Newspapers,-0.65
Biotechnology,-0.68
Hospital/Nursing Management,-0.7200000000000001
Water Utilities,-0.7799999999999999
Tobacco,-0.8066666666666666
Textiles,-0.86
Electronic Equipment/Instruments,-0.9166666666666666
Recreational Products,-0.9257142857142856
Medical Specialties,-0.974516129032258
Electronics/Appliances,-1.005
Electrical Products,-1.0125
Semiconductors,-1.02
Computer Communications,-1.0366666666666668
Food: Specialty/Candy,-1.058
Industrial Conglomerates,-1.06
Electronic Production Equipment,-1.124
Cable/Satellite TV,-1.455
Broadcasting,-1.528
Household/Personal Care,-1.5322222222222222
Automotive Aftermarket,-1.61
Beverages: Non-Alcoholic,-1.6225
Office Equipment/Supplies,-1.71
Food: Major Diversified,-1.8071428571428572
Beverages: Alcoholic,-1.8800000000000001
Telecommunications Equipment,-2.125
Pulp & Paper,-2.31
Other Consumer Specialties,-2.42
Financial Publishing/Services,-2.56
