,Stock,RS_Rating,50 Day MA,150 Day Ma,200 Day MA,52 Week Low,52 week High,Sector,Industry,Daily_change
32,BJ,93,62.12,60.98,57.85,40.35,74.09,Retail Trade,Specialty Stores,0.72
101,HESM,93,29.92,26.79,26.04,20.36,35.71,Energy Minerals,Integrated Oil,-2.65
192,SEE,93,66.2,62.64,61.3,44.45,70.37,Process Industries,Containers/Packaging,0.81
193,SFBS,93,86.07,81.22,78.17,58.68,92.36,Finance,Regional Banks,2.56
115,INVA,93,17.56,16.93,16.09,11.15,20.48,Health Technology,Pharmaceuticals: Other,0.81
27,AZO,93,1942.41,1830.6,1753.81,1285.22,2110.0,Retail Trade,Specialty Stores,2.43
221,UNVR,93,28.7,26.71,26.29,19.92,33.38,Distribution Services,Wholesale Distributors,1.55
114,IMKTA,93,83.34,76.35,72.41,56.95,93.74,Retail Trade,Food Retail,1.37
149,MUSA,92,185.8,175.83,166.55,126.56,202.2,Retail Trade,Specialty Stores,1.4
84,EXC,92,41.57,38.05,36.49,30.09,44.73,Utilities,Electric Utilities,-0.73
96,HAL,92,31.3,25.31,24.46,17.82,39.38,Industrial Services,Oilfield Services/Equipment,-2.3
16,AOSL,92,49.78,42.12,38.62,23.66,64.0,Electronic Technology,Semiconductors,11.26
55,CMC,92,36.67,33.95,33.29,26.98,42.37,Non-Energy Minerals,Steel,-0.07
72,CVS,92,104.64,94.37,91.28,71.7,111.25,Retail Trade,Drugstore Chains,0.12
97,HCA,91,249.01,247.61,241.45,181.91,272.26,Health Services,Hospital/Nursing Management,-0.31
219,UNH,91,475.8,450.91,439.39,351.83,509.23,Health Services,Managed Health Care,0.07
37,BRO,91,66.26,63.34,60.76,44.54,70.75,Finance,Insurance Brokers/Services,1.36
33,BKR,91,28.96,25.56,24.71,18.75,38.41,Industrial Services,Oilfield Services/Equipment,-3.5
6,ADM,91,75.54,66.92,65.29,55.26,87.99,Process Industries,Agricultural Commodities/Milling,-1.64
199,SST,91,11.72,10.53,10.37,7.7,18.21,Finance,Financial Conglomerates,-2.25
140,MOH,91,300.83,291.7,282.61,225.56,334.31,Health Services,Managed Health Care,0.63
54,CMA,91,93.76,84.91,80.94,63.07,102.09,Finance,Major Banks,4.48
7,AGO,91,56.04,51.98,50.63,41.1,63.98,Finance,Specialty Insurance,5.74
62,CNXC,91,189.4,179.7,174.22,125.6,208.48,Commercial Services,Miscellaneous Commercial Services,2.07
163,ORLY,91,664.33,643.36,626.22,477.01,710.86,Retail Trade,Specialty Stores,0.72
151,NFG,91,62.36,58.43,56.7,47.85,68.2,Energy Minerals,Integrated Oil,1.34
103,HLLY,91,12.59,12.15,11.74,9.24,14.54,Producer Manufacturing,Auto Parts: OEM,2.98
176,PXD,91,218.73,184.26,175.18,133.73,246.49,Energy Minerals,Oil & Gas Production,1.11
23,ATKR,91,103.44,99.65,93.3,64.35,119.96,Producer Manufacturing,Electrical Products,4.07
230,WCC,90,123.79,123.47,118.92,79.1,140.92,Distribution Services,Wholesale Distributors,4.84
77,DLTR,90,137.97,120.6,115.36,84.26,153.98,Retail Trade,Discount Stores,0.68
235,WMB,90,30.15,27.55,27.01,22.59,34.39,Industrial Services,Oil & Gas Pipelines,0.71
207,TGH,90,37.36,35.66,34.73,24.3,41.89,Finance,Finance/Rental/Leasing,3.01
52,CLS,90,11.72,10.5,9.91,7.01,13.4,Electronic Technology,Electronic Components,7.76
35,BMO,90,114.74,107.34,105.07,87.1,120.87,Finance,Major Banks,2.62
58,CNC,90,81.18,73.64,73.11,59.33,87.47,Health Services,Managed Health Care,1.47
189,SCHL,90,41.77,38.13,37.65,27.86,43.71,Consumer Services,Publishing: Books/Magazines,-0.26
29,BCC,90,75.24,64.66,61.6,46.51,85.06,Non-Energy Minerals,Forest Products,1.34
182,ROG,89,272.9,242.64,230.67,172.84,274.17,Process Industries,Chemicals: Specialty,-0.04
154,NOC,89,405.03,378.53,374.39,306.85,490.82,Electronic Technology,Aerospace & Defense,-5.22
216,TWNK,89,20.67,18.75,18.1,14.21,22.72,Consumer Non-Durables,Food: Specialty/Candy,1.42
142,MPC,89,74.75,65.91,63.72,50.19,81.39,Energy Minerals,Oil Refining/Marketing,0.62
138,MMI,89,47.51,45.28,43.59,32.67,52.25,Finance,Real Estate Development,4.08
158,NVEE,89,113.77,111.74,107.11,79.58,141.48,Industrial Services,Engineering & Construction,2.31
180,RMBS,89,26.73,25.45,24.75,17.95,29.89,Electronic Technology,Semiconductors,4.09
120,KFRC,89,70.74,68.59,66.85,49.89,81.47,Commercial Services,Personnel Services,3.57
80,EQT,89,22.9,21.04,20.89,15.71,27.56,Energy Minerals,Oil & Gas Production,1.68
15,ANTM,89,450.6,418.89,409.49,340.52,478.0,Health Services,Managed Health Care,0.67
111,HUN,89,37.47,32.72,31.05,24.1,41.65,Process Industries,Chemicals: Major Diversified,2.73
118,JNPR,89,33.79,31.27,30.25,24.37,36.03,Technology Services,Information Technology Services,-0.61
66,CSGS,88,59.3,53.6,51.42,42.58,65.94,Technology Services,Data Processing Services,2.62
236,WMK,88,64.27,60.32,58.29,49.66,76.75,Retail Trade,Food Retail,0.13
162,OKE,88,62.5,59.33,57.49,47.01,69.9,Industrial Services,Oil & Gas Pipelines,0.62
229,VTOL,88,33.64,33.1,31.52,24.82,40.1,Transportation,Other Transportation,-0.92
190,SCHW,88,87.48,81.04,78.49,63.07,96.24,Finance,Investment Banks/Brokers,6.94
109,HSY,88,200.92,185.56,182.53,153.69,216.36,Consumer Non-Durables,Food: Specialty/Candy,-1.49
117,JBHT,88,196.82,189.6,183.45,155.11,218.18,Transportation,Trucking,9.59
238,XOM,88,76.61,64.83,63.13,52.1,91.51,Energy Minerals,Integrated Oil,-0.38
68,CTRA,87,22.45,20.25,19.1,14.28,27.93,Energy Minerals,Integrated Oil,0.17
201,SU,87,28.82,24.2,23.57,17.1,33.61,Energy Minerals,Integrated Oil,0.71
137,MLI,87,56.26,52.23,49.94,39.0,63.07,Producer Manufacturing,Metal Fabrication,2.35
213,TSCO,87,218.21,214.39,206.71,165.1,239.86,Retail Trade,Specialty Stores,-0.33
100,HES,87,93.02,82.33,82.15,61.93,102.99,Energy Minerals,Oil & Gas Production,1.79
228,VST,87,22.09,20.21,19.71,15.47,23.49,Utilities,Electric Utilities,1.16
41,CBT,87,65.0,57.28,57.0,47.59,74.87,Process Industries,Industrial Specialties,1.29
36,BRK-B,87,317.65,295.8,292.09,246.79,337.34,Finance,Multi-Line Insurance,1.07
30,BG,87,100.51,89.81,86.84,71.73,112.63,Process Industries,Agricultural Commodities/Milling,-3.7
2,ABC,87,138.83,127.56,124.8,111.34,153.05,Distribution Services,Medical Distributors,-0.59
63,COOP,87,45.15,42.53,40.57,30.53,52.34,Finance,Finance/Rental/Leasing,2.32
53,CM,87,126.33,117.22,115.69,97.56,132.48,Finance,Major Banks,2.1
86,FHN,87,19.28,17.26,17.07,14.67,24.24,Finance,Regional Banks,-0.47
152,NI,86,28.57,26.12,25.76,23.14,30.54,Utilities,Gas Distributors,0.8
59,CNP,86,27.58,26.57,26.15,21.54,29.05,Utilities,Electric Utilities,-0.03
224,VECO,86,28.03,25.6,25.0,19.92,32.4,Electronic Technology,Electronic Production Equipment,3.86
92,GATX,86,105.81,98.63,96.4,84.5,124.04,Transportation,Railroads,1.48
174,PSTG,86,27.69,27.49,25.46,16.79,35.09,Electronic Technology,Computer Peripherals,2.09
191,SEAS,86,64.25,60.93,58.29,41.94,72.18,Consumer Services,Movies/Entertainment,3.17
43,CCK,85,116.14,109.57,107.41,95.27,128.48,Process Industries,Containers/Packaging,-0.82
76,DCP,85,30.16,28.61,28.37,20.26,36.71,Industrial Services,Oil & Gas Pipelines,4.07
198,SSRM,85,18.24,17.16,16.96,13.68,22.46,Non-Energy Minerals,Precious Metals,-2.97
31,BHLB,85,30.15,27.9,27.74,21.0,31.78,Finance,Regional Banks,1.2
45,CERN,85,92.32,81.5,80.93,69.08,93.72,Technology Services,Information Technology Services,-0.03
93,GD,85,218.51,205.62,201.4,173.52,254.99,Electronic Technology,Aerospace & Defense,-4.18
102,HGV,85,49.91,48.56,46.95,35.35,56.33,Finance,Real Estate Development,5.19
25,AVGO,84,586.94,552.12,530.92,419.14,677.76,Electronic Technology,Semiconductors,2.42
128,LPX,84,68.93,66.83,64.41,49.2,79.77,Non-Energy Minerals,Forest Products,2.38
85,FCX,84,43.08,38.85,38.36,29.45,50.46,Non-Energy Minerals,Other Metals/Minerals,4.83
223,VBTX,84,40.23,39.15,37.9,27.28,45.36,Finance,Regional Banks,2.99
184,RS,83,169.25,157.84,157.03,135.46,194.91,Non-Energy Minerals,Steel,-0.3
8,AIG,83,59.31,56.72,54.55,44.54,63.54,Finance,Multi-Line Insurance,2.66
233,WLK,83,105.6,97.29,95.25,78.06,121.71,Process Industries,Chemicals: Specialty,2.18
194,SFM,83,29.42,26.23,26.19,21.18,34.97,Retail Trade,Food Retail,-1.46
90,FLOW,83,85.73,81.6,78.71,60.59,88.55,Producer Manufacturing,Industrial Machinery,0.32
215,TU,83,24.5,23.18,22.83,19.74,26.48,Communications,Major Telecommunications,0.98
168,PAYX,83,121.02,120.18,117.23,92.74,138.97,Technology Services,Data Processing Services,2.24
133,MCRI,83,72.3,69.67,68.69,56.35,86.49,Consumer Services,Hotels/Resorts/Cruise lines,1.01
9,AJG,83,156.82,156.49,152.26,120.04,171.21,Finance,Insurance Brokers/Services,2.59
135,MGPI,82,79.54,74.3,72.13,58.0,89.5,Process Industries,Agricultural Commodities/Milling,5.48
205,TBBK,82,28.7,27.69,26.69,20.02,33.36,Finance,Regional Banks,4.13
108,HSIC,82,80.12,77.78,77.54,64.98,88.62,Distribution Services,Medical Distributors,-0.05
153,NMM,82,29.42,28.43,27.62,20.52,37.16,Transportation,Marine Shipping,1.67
71,CVCO,82,277.5,272.03,260.14,196.46,327.24,Consumer Durables,Homebuilding,2.24
24,ATO,82,107.27,98.18,98.01,85.8,116.81,Utilities,Gas Distributors,0.21
220,UNP,82,247.98,233.52,229.43,195.68,270.14,Transportation,Railroads,1.55
237,WRB,81,87.98,80.59,78.83,70.7,96.46,Finance,Property/Casualty Insurance,-1.01
166,PAG,81,100.75,100.0,94.76,72.35,114.34,Retail Trade,Specialty Stores,4.1
50,CLBK,81,21.28,19.73,19.15,16.34,22.71,Finance,Savings Banks,1.04
47,CFR,81,138.14,127.59,123.01,100.35,147.39,Finance,Regional Banks,2.24
26,AXP,81,178.94,171.53,170.4,135.13,199.55,Finance,Finance/Rental/Leasing,2.6
87,FITB,80,46.88,43.78,42.34,34.35,50.64,Finance,Regional Banks,3.73
5,ACM,80,72.28,69.62,67.85,58.36,78.62,Industrial Services,Engineering & Construction,1.67
40,CB,79,200.3,189.53,183.17,155.07,211.78,Finance,Property/Casualty Insurance,1.7
42,CBZ,79,38.8,36.8,35.71,30.68,41.01,Commercial Services,Miscellaneous Commercial Services,0.99
240,ZION,79,68.26,63.44,60.65,47.06,75.44,Finance,Regional Banks,5.35
88,FIX,79,89.37,86.97,84.75,67.91,103.74,Industrial Services,Engineering & Construction,0.88
177,QLYS,79,125.02,123.93,118.62,92.0,142.94,Technology Services,Packaged Software,3.73
121,KNSL,79,203.86,193.88,187.6,153.12,245.17,Finance,Multi-Line Insurance,0.04
112,HWC,78,54.06,50.14,48.83,39.0,59.82,Finance,Regional Banks,2.88
231,WH,78,85.08,81.34,78.91,65.0,93.72,Consumer Services,Hotels/Resorts/Cruise lines,2.71
110,HUBG,78,79.55,77.06,74.28,62.36,87.21,Transportation,Air Freight/Couriers,5.53
127,LPLA,77,172.19,163.4,157.27,127.03,196.29,Finance,Investment Banks/Brokers,7.01
123,KRA,77,46.27,45.01,42.7,30.48,46.74,Process Industries,Industrial Specialties,0.0
145,MTB,77,175.25,156.22,152.3,128.46,186.95,Finance,Regional Banks,3.66
159,NVT,77,34.85,34.59,33.7,26.57,39.53,Electronic Technology,Electronic Components,2.48
169,PBCT,77,20.31,18.31,17.92,15.18,21.6,Finance,Major Banks,3.69
134,MEOH,77,47.69,44.09,41.54,29.61,55.25,Process Industries,Chemicals: Specialty,-1.98
61,CNX,77,15.97,14.13,13.92,10.41,18.78,Energy Minerals,Integrated Oil,2.41
74,CW,76,139.94,131.8,128.96,111.26,162.98,Electronic Technology,Aerospace & Defense,-1.75
172,PFBC,76,77.88,70.49,68.46,57.27,81.97,Finance,Regional Banks,1.7
56,CME,76,231.81,215.41,213.25,185.79,256.94,Finance,Investment Banks/Brokers,4.31
218,UFPI,76,83.34,81.15,79.19,67.25,94.8,Non-Energy Minerals,Forest Products,2.22
18,APOG,76,45.96,43.63,42.36,33.88,50.45,Producer Manufacturing,Building Products,3.57
144,MRTN,75,17.2,16.56,16.46,14.72,19.85,Transportation,Trucking,2.8
211,TRN,74,29.98,28.76,28.27,24.7,33.05,Producer Manufacturing,Trucks/Construction/Farm Machinery,0.86
147,MTRN,74,85.06,81.02,79.28,63.88,96.0,Non-Energy Minerals,Other Metals/Minerals,1.77
104,HLT,74,146.41,140.99,137.07,114.7,160.96,Consumer Services,Hotels/Resorts/Cruise lines,4.54
99,HEES,74,41.55,40.62,38.74,28.28,50.69,Finance,Finance/Rental/Leasing,2.57
91,FLR,74,22.97,20.69,19.89,14.41,29.22,Industrial Services,Engineering & Construction,-0.54
160,NXST,73,171.21,158.79,155.77,135.11,190.94,Consumer Services,Broadcasting,4.43
226,VIRT,73,32.42,28.4,28.16,23.19,36.7,Finance,Investment Banks/Brokers,2.29
70,CTVA,73,49.67,46.29,45.54,40.6,56.1,Process Industries,Chemicals: Agricultural,-0.42
170,PBF,73,18.17,14.44,14.11,7.24,25.88,Energy Minerals,Oil Refining/Marketing,-1.2
202,SUPN,73,30.41,29.43,29.36,23.15,34.5,Health Technology,Pharmaceuticals: Other,2.98
38,CALM,71,41.99,38.12,37.52,33.85,48.25,Consumer Non-Durables,Food: Specialty/Candy,2.66
69,CTSH,71,86.88,81.45,78.53,66.19,92.44,Technology Services,Information Technology Services,1.74
212,TRTN,71,63.62,58.4,56.32,46.75,70.17,Finance,Finance/Rental/Leasing,0.92
82,EURN,70,9.8,9.45,9.31,7.55,12.16,Transportation,Marine Shipping,1.89
150,NCBS,70,92.98,81.45,79.25,68.07,98.2,Finance,Regional Banks,0.9
196,SNEX,70,69.29,67.3,66.53,52.31,77.32,Finance,Investment Banks/Brokers,4.06
208,TGNA,70,20.67,19.75,19.31,16.42,23.04,Consumer Services,Broadcasting,0.13
3,ACEL,70,12.93,12.51,12.34,10.05,14.1,Consumer Services,Movies/Entertainment,0.84
185,RTLR,70,12.81,11.82,11.57,9.51,14.33,Industrial Services,Oil & Gas Pipelines,1.08
28,BANF,70,76.57,67.18,65.41,53.77,82.23,Finance,Regional Banks,1.65
