,Stock,RS_Rating,50 Day MA,150 Day Ma,200 Day MA,52 Week Low,52 week High,Sector,Industry,Daily_change
183,ZIM,100,64.82,53.65,49.74,18.88,75.33,Transportation,Marine Shipping,2.54
6,AMR,100,77.26,58.94,49.96,11.13,132.7,Energy Minerals,Coal,8.37
20,BTU,100,14.18,13.57,12.39,2.61,27.28,Energy Minerals,Coal,2.59
83,HPK,100,18.6,14.04,13.11,6.0,26.0,Industrial Services,Contract Drilling,6.9
102,LXU,100,12.08,9.56,8.44,2.96,20.1,Process Industries,Chemicals: Agricultural,-0.79
29,CLMT,100,14.78,11.75,10.48,4.32,17.43,Process Industries,Industrial Specialties,1.65
22,CEIX,100,26.37,25.53,23.62,8.65,38.44,Energy Minerals,Coal,0.38
167,UAN,100,97.7,78.68,73.46,26.52,118.1,Process Industries,Chemicals: Agricultural,-0.95
150,SM,99,34.4,29.22,27.32,14.79,43.69,Energy Minerals,Oil & Gas Production,-2.25
146,SBLK,99,23.27,20.41,19.67,13.26,32.0,Transportation,Marine Shipping,7.0
141,RRC,99,20.6,19.96,18.79,8.47,27.97,Energy Minerals,Oil & Gas Production,-2.21
140,ROCC,99,31.14,27.3,25.87,11.81,42.5,Energy Minerals,Oil & Gas Production,9.23
168,VET,99,16.03,11.53,10.66,5.51,23.93,Energy Minerals,Oil & Gas Production,6.52
101,LPI,99,70.82,67.52,67.51,26.51,99.26,Energy Minerals,Oil & Gas Production,-5.12
100,LNTH,99,31.28,27.85,27.28,19.14,54.1,Health Technology,Medical Specialties,-1.85
91,ISEE,99,14.61,14.57,12.83,5.6,19.32,Health Technology,Biotechnology,-0.85
175,WFRD,99,30.48,25.4,23.18,10.0,35.58,Industrial Services,Oilfield Services/Equipment,0.94
82,HMHC,99,17.86,15.59,14.37,5.53,21.07,Consumer Services,Other Consumer Services,0.19
66,FLNG,99,21.17,18.78,17.34,8.2,26.26,Energy Minerals,Oil & Gas Production,3.76
56,ERF,99,11.68,9.31,8.64,4.71,14.59,Energy Minerals,Oil & Gas Production,0.07
178,WLL,99,72.12,63.07,59.81,31.26,90.89,Energy Minerals,Oil & Gas Production,-1.77
53,DVN,99,51.53,40.94,37.43,20.14,63.1,Energy Minerals,Oil & Gas Production,-0.68
126,OAS,99,133.89,115.28,109.22,55.3,158.28,Energy Minerals,Oil & Gas Production,-3.33
0,AA,99,66.85,53.97,49.66,27.11,92.32,Non-Energy Minerals,Aluminum,-3.55
13,ARCH,99,106.6,90.74,82.69,39.02,163.99,Energy Minerals,Coal,0.87
14,ARLP,99,13.52,11.12,10.02,5.33,15.66,Energy Minerals,Coal,1.35
12,AR,99,20.24,18.31,17.17,8.64,27.13,Energy Minerals,Oil & Gas Production,-0.76
121,NOG,98,23.39,21.3,20.58,11.4,29.1,Energy Minerals,Oil & Gas Production,-2.66
71,GDEN,98,49.29,48.83,47.78,23.65,59.32,Consumer Services,Casinos/Gaming,1.59
46,CVE,98,14.62,11.88,11.15,7.16,16.84,Energy Minerals,Integrated Oil,1.28
113,MRO,98,20.04,16.19,15.31,9.7,25.7,Energy Minerals,Oil & Gas Production,-0.99
25,CF,98,73.57,61.57,58.67,43.19,100.52,Process Industries,Chemicals: Agricultural,-2.52
114,MTDR,98,44.16,38.98,37.43,21.55,57.5,Energy Minerals,Oil & Gas Production,-3.31
87,ICL,98,10.11,8.67,8.21,5.74,12.21,Process Industries,Chemicals: Agricultural,-7.03
78,HCC,98,29.1,24.96,23.14,15.07,41.45,Energy Minerals,Coal,3.01
161,TRGP,98,59.3,52.87,50.41,29.95,72.03,Energy Minerals,Oil Refining/Marketing,-2.35
58,ESTE,98,12.92,10.78,10.72,6.44,15.27,Energy Minerals,Integrated Oil,0.71
34,CNQ,98,50.91,41.97,39.98,28.5,61.83,Energy Minerals,Oil & Gas Production,0.2
116,MUR,98,31.68,27.2,26.01,14.91,39.41,Energy Minerals,Oil & Gas Production,-2.08
75,GSL,98,24.85,22.89,21.53,12.52,29.28,Transportation,Marine Shipping,1.91
74,GOGL,98,9.64,8.71,8.6,6.61,13.09,Transportation,Marine Shipping,6.38
30,CLR,98,52.47,46.7,43.8,24.4,62.97,Energy Minerals,Oil & Gas Production,-2.55
123,NUE,98,115.19,111.33,108.04,64.32,140.25,Non-Energy Minerals,Steel,-4.5
50,DAC,98,85.06,77.86,75.36,37.1,102.95,Transportation,Marine Shipping,1.35
7,ANAT,97,188.33,187.87,178.59,98.66,195.89,Finance,Multi-Line Insurance,-0.1
10,APA,97,32.48,26.37,24.92,15.55,41.2,Energy Minerals,Integrated Oil,1.87
145,RYI,97,24.21,23.98,21.72,13.39,33.39,Non-Energy Minerals,Steel,-2.48
130,OXY,97,38.25,32.26,31.3,21.62,58.77,Energy Minerals,Oil & Gas Production,-1.41
129,OVV,97,39.94,34.8,33.31,21.07,50.87,Energy Minerals,Oil & Gas Production,-3.22
108,MNRL,97,22.48,21.02,20.56,13.66,28.2,Miscellaneous,Investment Trusts/Mutual Funds,-4.87
110,MOS,97,44.21,38.6,36.96,28.26,64.71,Process Industries,Chemicals: Agricultural,-4.82
89,IMO,97,41.22,34.45,33.35,22.73,47.72,Energy Minerals,Integrated Oil,-2.41
26,CHK,97,69.53,63.79,61.23,40.0,88.75,Energy Minerals,Integrated Oil,-3.99
99,LNG,97,114.84,103.32,98.88,69.56,143.4,Industrial Services,Oil & Gas Pipelines,-3.45
176,WHD,97,46.91,41.11,40.26,27.26,64.18,Industrial Services,Oilfield Services/Equipment,0.55
107,MGY,97,21.02,18.94,17.78,10.29,25.21,Energy Minerals,Oil & Gas Production,-1.13
171,VNOM,97,26.43,22.82,21.69,14.24,30.86,Energy Minerals,Integrated Oil,0.52
157,TECK,97,33.66,28.31,26.88,17.31,41.93,Non-Energy Minerals,Other Metals/Minerals,-1.07
156,SWCH,97,26.13,25.68,24.43,14.0,29.15,Technology Services,Information Technology Services,-0.22
38,COP,96,86.92,72.93,69.02,47.85,104.44,Energy Minerals,Oil & Gas Production,-2.44
163,TSEM,96,39.91,34.87,33.04,24.81,47.5,Electronic Technology,Semiconductors,0.58
144,RXDX,96,38.36,31.39,29.28,16.11,46.12,Health Technology,Biotechnology,1.79
54,EOG,96,106.52,88.5,85.61,62.81,122.5,Energy Minerals,Oil & Gas Production,-1.95
62,FANG,96,125.58,105.5,100.19,65.93,142.09,Energy Minerals,Oil & Gas Production,0.0
133,PDCE,96,57.68,50.89,49.08,30.25,72.9,Energy Minerals,Oil & Gas Production,-3.22
73,GLNG,96,14.58,12.96,12.86,9.26,19.32,Transportation,Marine Shipping,3.59
42,CRC,96,42.48,40.63,37.92,21.79,47.18,Energy Minerals,Oil & Gas Production,3.25
96,KRP,96,14.9,13.49,13.03,9.77,17.1,Miscellaneous,Investment Trusts/Mutual Funds,2.79
11,APR,96,36.12,34.56,33.02,21.65,40.0,Health Services,Medical/Nursing Services,0.0
122,NTR,96,75.68,69.11,66.81,52.28,101.63,Process Industries,Chemicals: Agricultural,-4.61
136,PTEN,96,11.27,9.25,9.24,6.07,17.09,Industrial Services,Contract Drilling,-1.56
93,KBR,95,46.68,43.34,42.23,30.95,56.07,Technology Services,Information Technology Services,-2.63
47,CVX,95,132.65,114.31,110.89,92.86,174.0,Energy Minerals,Integrated Oil,5.24
160,THC,95,79.93,74.74,73.14,49.15,91.89,Health Services,Hospital/Nursing Management,-0.76
39,COST,95,519.62,496.86,472.25,312.71,571.49,Retail Trade,Department Stores,-0.98
40,CPE,95,53.06,48.34,48.11,25.32,66.12,Energy Minerals,Oil & Gas Production,0.49
95,KR,95,46.76,43.67,42.32,34.21,62.58,Retail Trade,Food Retail,-3.65
138,PXD,95,212.62,180.75,172.58,133.73,246.49,Energy Minerals,Oil & Gas Production,0.31
151,SPTN,94,26.5,23.79,22.62,18.08,33.11,Distribution Services,Food Distributors,-2.43
154,SU,94,28.08,23.71,23.32,17.1,33.61,Energy Minerals,Integrated Oil,-2.04
153,SST,94,10.97,10.27,10.17,7.7,17.16,Finance,Financial Conglomerates,5.21
182,XOM,94,74.15,63.78,62.39,52.1,91.5,Energy Minerals,Integrated Oil,0.76
