,Stock,RS_Rating,50 Day MA,150 Day Ma,200 Day MA,52 Week Low,52 week High,Sector,Industry,Daily_change
10,AMR,100,88.02,64.21,54.56,11.71,137.0,Energy Minerals,Coal,4.52
147,LXU,100,13.79,10.39,9.13,2.96,23.55,Process Industries,Chemicals: Agricultural,6.11
46,CEIX,100,28.08,26.18,24.42,8.65,38.44,Energy Minerals,Coal,3.99
115,HMHC,100,18.76,16.04,14.86,5.53,21.13,Consumer Services,Other Consumer Services,-0.1
116,HPK,100,19.47,14.66,13.63,6.0,26.0,Industrial Services,Contract Drilling,8.05
39,BTU,100,16.16,14.12,13.07,2.61,27.28,Energy Minerals,Coal,8.91
20,ARCH,100,116.56,95.58,86.73,39.02,163.99,Energy Minerals,Coal,0.39
246,UAN,100,102.68,82.29,75.92,33.87,135.01,Process Industries,Chemicals: Agricultural,9.03
211,RRC,99,22.03,20.69,19.35,8.47,28.36,Energy Minerals,Oil & Gas Production,1.24
183,OAS,99,137.12,119.4,112.74,58.67,158.48,Energy Minerals,Oil & Gas Production,1.4
223,SKYH,99,13.32,11.19,10.91,5.25,43.41,Finance,Real Estate Development,-8.4
143,LNTH,99,35.63,29.48,28.64,19.3,56.76,Health Technology,Medical Specialties,0.49
129,IPI,99,51.42,42.94,40.04,22.82,87.64,Non-Energy Minerals,Other Metals/Minerals,21.59
254,VET,99,17.49,12.37,11.25,5.51,23.93,Energy Minerals,Oil & Gas Production,7.43
259,WFRD,99,31.41,26.44,24.1,10.0,36.87,Industrial Services,Oilfield Services/Equipment,4.42
96,FLNG,99,21.18,19.3,17.71,8.49,26.26,Energy Minerals,Oil & Gas Production,8.16
88,ERF,99,12.04,9.73,8.91,4.71,14.59,Energy Minerals,Oil & Gas Production,5.26
84,DVN,99,53.62,42.85,38.87,20.14,63.1,Energy Minerals,Oil & Gas Production,5.44
54,CLR,99,54.77,48.11,44.96,24.4,63.23,Energy Minerals,Oil & Gas Production,5.48
264,WLL,99,74.7,65.3,61.41,31.26,90.89,Energy Minerals,Oil & Gas Production,1.39
0,AA,99,70.58,56.23,51.53,27.11,92.32,Non-Energy Minerals,Aluminum,10.01
271,ZIM,99,69.6,57.84,53.84,22.68,91.23,Transportation,Marine Shipping,4.15
19,AR,99,21.63,19.06,17.76,8.64,27.31,Energy Minerals,Oil & Gas Production,3.48
21,ARLP,99,13.9,11.55,10.42,5.33,16.16,Energy Minerals,Coal,3.67
175,NOG,98,24.15,21.79,20.87,11.4,29.1,Energy Minerals,Oil & Gas Production,1.1
144,LPI,98,71.62,69.08,68.1,26.51,99.26,Energy Minerals,Oil & Gas Production,2.01
155,MGY,98,21.59,19.46,18.22,10.29,25.21,Energy Minerals,Oil & Gas Production,3.71
161,MOS,98,48.01,40.3,38.08,28.26,67.75,Process Industries,Chemicals: Agricultural,8.25
164,MRO,98,21.15,16.86,15.77,9.7,25.7,Energy Minerals,Oil & Gas Production,8.54
167,MTDR,98,46.52,40.43,38.39,21.55,57.5,Energy Minerals,Oil & Gas Production,4.13
169,MUR,98,33.5,28.19,26.7,14.91,41.07,Energy Minerals,Oil & Gas Production,6.1
63,CNQ,98,53.97,43.63,41.14,28.5,62.69,Energy Minerals,Oil & Gas Production,3.0
178,NUE,98,118.66,112.59,109.48,66.92,144.63,Non-Energy Minerals,Steel,4.84
189,OVV,98,41.95,36.11,34.15,21.07,50.87,Energy Minerals,Oil & Gas Production,5.75
