,Stock,RS_Rating,50 Day MA,150 Day Ma,200 Day MA,52 Week Low,52 week High,Sector,Industry,Daily_change
209,ZIM,100,65.22,53.9,49.92,20.05,77.45,Transportation,Marine Shipping,6.3
8,AMR,100,78.5,59.57,50.49,11.13,132.7,Energy Minerals,Coal,-3.77
41,CLMT,100,14.83,11.81,10.53,4.32,17.43,Process Industries,Industrial Specialties,-6.24
98,HMHC,100,17.96,15.65,14.43,5.53,21.13,Consumer Services,Other Consumer Services,0.57
99,HPK,100,18.76,14.14,13.21,6.0,26.0,Industrial Services,Contract Drilling,-7.41
119,LXU,100,12.23,9.64,8.5,2.96,20.1,Process Industries,Chemicals: Agricultural,6.05
29,BTU,100,14.39,13.64,12.47,2.61,27.28,Energy Minerals,Coal,-6.29
33,CEIX,100,26.56,25.62,23.72,8.65,38.44,Energy Minerals,Coal,-2.24
189,UAN,100,98.21,79.06,73.71,27.01,118.1,Process Industries,Chemicals: Agricultural,1.16
169,SBLK,99,23.45,20.49,19.72,13.26,32.0,Transportation,Marine Shipping,-2.33
163,RRC,99,20.75,20.04,18.85,8.47,27.97,Energy Minerals,Oil & Gas Production,2.07
174,SM,99,34.55,29.37,27.42,14.79,43.69,Energy Minerals,Oil & Gas Production,-2.28
117,LNTH,99,31.73,28.02,27.43,19.14,54.1,Health Technology,Medical Specialties,3.35
194,VET,99,16.2,11.63,10.73,5.51,23.93,Energy Minerals,Oil & Gas Production,-7.87
200,WFRD,99,30.6,25.51,23.29,10.0,35.58,Industrial Services,Oilfield Services/Equipment,1.02
83,FLNG,99,21.16,18.84,17.38,8.29,26.26,Energy Minerals,Oil & Gas Production,-2.22
73,ERF,99,11.72,9.35,8.67,4.71,14.59,Energy Minerals,Oil & Gas Production,-3.3
68,DVN,99,51.82,41.24,37.7,20.14,63.1,Energy Minerals,Oil & Gas Production,-0.91
204,WLL,99,72.43,63.34,60.01,31.26,90.89,Energy Minerals,Oil & Gas Production,-1.28
145,OAS,99,134.64,116.34,110.33,56.36,158.48,Energy Minerals,Oil & Gas Production,-1.38
0,AA,99,67.25,54.24,49.88,27.11,92.32,Non-Energy Minerals,Aluminum,-3.46
17,ARLP,99,13.58,11.18,10.06,5.33,15.66,Energy Minerals,Coal,-0.33
15,AR,99,20.38,18.39,17.24,8.64,27.13,Energy Minerals,Oil & Gas Production,1.04
16,ARCH,99,107.63,91.26,83.13,39.02,163.99,Energy Minerals,Coal,-4.54
63,CYTK,98,36.03,35.87,32.68,17.72,47.9,Health Technology,Biotechnology,6.81
167,RXDX,98,38.57,31.56,29.43,16.11,49.55,Health Technology,Biotechnology,11.16
149,OXY,98,38.81,32.47,31.47,21.62,58.77,Energy Minerals,Oil & Gas Production,5.31
59,CVE,98,14.69,11.94,11.2,7.16,16.84,Energy Minerals,Integrated Oil,-4.35
94,HCC,98,29.37,25.1,23.25,15.07,41.45,Energy Minerals,Coal,-0.73
65,DAC,98,85.5,78.03,75.5,41.97,102.95,Transportation,Marine Shipping,2.84
142,NUE,98,115.47,111.5,108.18,65.25,140.25,Non-Energy Minerals,Steel,3.22
136,MUR,98,31.87,27.32,26.09,14.91,39.41,Energy Minerals,Oil & Gas Production,-0.71
133,MRO,98,20.17,16.28,15.37,9.7,25.7,Energy Minerals,Oil & Gas Production,-2.86
88,GDEN,98,49.35,48.89,47.85,23.7,59.32,Consumer Services,Casinos/Gaming,7.99
103,ICL,98,10.14,8.55,8.04,5.74,12.21,Process Industries,Chemicals: Agricultural,-0.09
135,MTDR,98,44.43,39.15,37.54,21.55,57.5,Energy Minerals,Oil & Gas Production,0.88
42,CLR,98,52.71,46.87,43.93,24.4,62.97,Energy Minerals,Oil & Gas Production,-0.58
91,GSL,98,24.96,22.96,21.58,12.52,29.28,Transportation,Marine Shipping,-0.47
161,ROCC,98,31.31,27.45,25.97,11.81,42.66,Energy Minerals,Oil & Gas Production,-5.6
184,TRGP,98,59.62,53.05,50.56,29.95,72.03,Energy Minerals,Oil Refining/Marketing,1.95
36,CF,98,73.95,61.89,58.87,43.19,100.52,Process Industries,Chemicals: Agricultural,-1.01
118,LPI,98,70.97,67.71,67.62,26.51,99.26,Energy Minerals,Oil & Gas Production,-4.9
38,CHK,97,68.44,62.36,59.7,40.0,88.75,Energy Minerals,Integrated Oil,-1.92
125,MGY,97,21.09,19.01,17.83,10.29,25.21,Energy Minerals,Oil & Gas Production,-1.65
106,IMO,97,41.34,34.48,33.3,22.73,47.72,Energy Minerals,Integrated Oil,-0.04
9,ANAT,97,188.36,188.04,178.78,100.05,195.89,Finance,Multi-Line Insurance,0.14
12,APA,97,32.7,26.51,25.01,15.55,41.2,Energy Minerals,Integrated Oil,0.18
116,LNG,97,115.46,103.65,99.13,69.56,143.4,Industrial Services,Oil & Gas Pipelines,-0.15
168,RYI,97,24.32,24.09,21.8,13.39,33.39,Non-Energy Minerals,Steel,4.92
55,CRC,97,42.33,40.5,37.74,21.79,47.18,Energy Minerals,Oil & Gas Production,-1.81
196,VNOM,97,26.57,22.9,21.74,14.24,30.86,Energy Minerals,Integrated Oil,-1.17
140,NOG,97,23.47,21.33,20.57,11.4,29.1,Energy Minerals,Oil & Gas Production,-4.36
126,MIME,97,79.54,73.79,68.74,38.84,85.48,Technology Services,Packaged Software,0.06
47,CNQ,97,51.23,42.23,40.22,28.5,61.83,Energy Minerals,Oil & Gas Production,-3.0
153,PDCE,97,58.05,50.7,48.76,30.25,72.9,Energy Minerals,Oil & Gas Production,2.25
179,SWCH,97,26.1,25.73,24.47,14.33,29.15,Technology Services,Information Technology Services,1.72
180,TECK,97,33.88,28.43,26.95,17.31,41.93,Non-Energy Minerals,Other Metals/Minerals,3.38
14,AQUA,96,42.33,41.61,39.35,23.55,49.38,Industrial Services,Environmental Services,4.02
141,NTR,96,76.06,69.36,66.99,52.28,101.63,Process Industries,Chemicals: Agricultural,0.23
202,WIRE,96,120.31,114.9,105.31,65.26,151.64,Producer Manufacturing,Metal Fabrication,5.14
148,OVV,96,40.19,34.95,33.41,21.07,50.87,Energy Minerals,Oil & Gas Production,-2.14
186,TSEM,96,40.06,34.99,33.14,24.81,47.5,Electronic Technology,Semiconductors,0.64
129,MOS,96,44.57,38.78,37.07,28.26,64.71,Process Industries,Chemicals: Agricultural,-0.81
69,ECPG,95,65.53,57.01,54.61,37.6,72.67,Finance,Finance/Rental/Leasing,3.18
150,PANW,95,523.57,498.07,468.11,311.56,598.96,Electronic Technology,Computer Communications,5.67
156,PTEN,95,11.4,9.3,9.28,6.07,17.09,Industrial Services,Contract Drilling,-0.82
79,FANG,95,126.47,106.49,101.25,65.93,142.09,Energy Minerals,Oil & Gas Production,-3.27
51,COP,95,87.39,73.21,69.23,47.85,104.44,Energy Minerals,Oil & Gas Production,-2.62
172,SJR,95,29.73,29.03,28.88,18.66,30.66,Communications,Major Telecommunications,0.88
52,COST,95,518.49,496.56,471.97,317.32,571.49,Retail Trade,Department Stores,0.82
108,ITCI,95,49.46,41.85,41.25,28.4,59.88,Health Technology,Biotechnology,5.93
109,KBR,95,46.79,43.44,42.29,30.95,56.07,Technology Services,Information Technology Services,1.53
177,SST,95,11.11,10.32,10.21,7.7,17.8,Finance,Financial Conglomerates,2.54
183,THC,95,80.12,74.88,73.27,49.15,91.89,Health Services,Hospital/Nursing Management,3.64
39,CIVI,95,52.81,49.48,48.0,29.62,59.65,Energy Minerals,Integrated Oil,0.54
