,Stock,RS_Rating,50 Day MA,150 Day Ma,200 Day MA,52 Week Low,52 week High,Sector,Industry,Daily_change
304,ZIM,100,59.46,47.19,43.16,24.15,91.23,Transportation,Marine Shipping,-1.53
43,BTU,100,17.89,14.66,13.63,2.7,27.7,Energy Minerals,Coal,3.29
272,UAN,100,106.3,83.04,75.54,38.69,150.3,Process Industries,Chemicals: Agricultural,1.99
52,CEIX,100,29.84,26.93,25.12,8.65,41.31,Energy Minerals,Coal,2.04
107,FLNG,100,21.67,19.91,18.18,8.67,29.34,Energy Minerals,Oil & Gas Production,2.72
16,AMR,100,96.69,68.6,58.32,11.75,139.36,Energy Minerals,Coal,-3.07
161,LXU,100,15.5,11.15,9.75,3.58,24.93,Process Industries,Chemicals: Agricultural,0.33
131,HPK,100,20.06,15.27,14.04,6.0,26.0,Industrial Services,Contract Drilling,2.74
153,KZR,99,14.33,12.03,10.4,4.61,18.55,Health Technology,Biotechnology,-3.37
28,ARLP,99,14.09,11.9,10.72,5.45,16.16,Energy Minerals,Coal,0.65
93,DVN,99,55.22,44.47,40.0,20.14,63.26,Energy Minerals,Oil & Gas Production,0.08
129,HMHC,99,19.49,16.39,15.22,6.85,21.13,Consumer Services,Other Consumer Services,0.0
159,LPI,99,72.53,70.79,68.55,29.33,99.26,Energy Minerals,Oil & Gas Production,0.91
158,LNTH,99,39.41,30.83,29.66,19.3,58.28,Health Technology,Medical Specialties,-1.31
26,AR,99,23.06,19.88,18.32,8.81,31.85,Energy Minerals,Oil & Gas Production,-1.23
184,MUR,99,34.92,29.15,27.32,14.91,43.2,Energy Minerals,Oil & Gas Production,1.58
199,OAS,99,139.09,122.43,114.79,58.67,158.48,Energy Minerals,Oil & Gas Production,0.8
227,ROCC,99,33.18,29.37,26.97,11.81,42.66,Energy Minerals,Oil & Gas Production,-1.03
228,RRC,99,23.3,21.47,19.86,8.47,32.06,Energy Minerals,Oil & Gas Production,-0.71
241,SGML,99,10.95,9.74,8.78,3.84,15.22,Non-Energy Minerals,Other Metals/Minerals,-4.15
280,VET,99,18.41,13.07,11.68,5.51,23.93,Energy Minerals,Oil & Gas Production,0.47
290,WFRD,99,31.73,27.26,24.66,10.0,36.87,Industrial Services,Oilfield Services/Equipment,-1.32
27,ARCH,99,123.12,99.11,89.71,40.1,163.99,Energy Minerals,Coal,-0.43
0,AA,99,74.91,58.65,53.45,30.02,98.09,Non-Energy Minerals,Aluminum,2.35
56,CF,98,82.85,67.23,62.31,43.19,109.8,Process Industries,Chemicals: Agricultural,1.23
246,SM,98,36.44,31.55,28.73,14.79,43.69,Energy Minerals,Oil & Gas Production,-1.05
63,CLR,98,56.52,49.42,45.94,24.51,65.32,Energy Minerals,Oil & Gas Production,0.75
136,ICL,98,10.52,9.03,8.39,5.77,12.7,Process Industries,Chemicals: Agricultural,2.73
180,MRO,98,22.09,17.53,16.19,9.7,26.22,Energy Minerals,Oil & Gas Production,2.0
181,MTDR,98,48.24,41.75,39.15,21.8,57.5,Energy Minerals,Oil & Gas Production,-2.76
188,NEX,98,7.52,5.39,5.09,3.06,9.67,Industrial Services,Oilfield Services/Equipment,4.62
194,NOG,98,24.75,22.29,21.08,11.76,29.69,Energy Minerals,Oil & Gas Production,3.82
206,OVV,98,43.92,37.47,34.93,21.07,55.45,Energy Minerals,Oil & Gas Production,2.14
141,IPI,98,57.25,45.4,41.95,22.82,93.87,Non-Energy Minerals,Other Metals/Minerals,2.9
117,GOGL,98,10.67,9.11,8.88,6.62,13.09,Transportation,Marine Shipping,1.21
116,GLNG,98,16.99,14.02,13.5,9.26,25.24,Transportation,Marine Shipping,7.9
154,LAC,98,27.9,27.85,24.62,11.84,41.56,Process Industries,Chemicals: Agricultural,11.87
84,CVE,98,15.42,12.71,11.67,7.16,17.21,Energy Minerals,Integrated Oil,-0.24
79,CRK,98,8.85,8.84,8.14,4.67,13.89,Energy Minerals,Oil & Gas Production,0.92
294,WLL,98,76.15,67.25,62.56,32.39,90.89,Energy Minerals,Oil & Gas Production,0.57
263,TRGP,98,64.51,55.84,52.65,30.6,76.56,Energy Minerals,Oil Refining/Marketing,1.88
22,APA,98,35.69,28.72,26.32,15.55,42.36,Energy Minerals,Integrated Oil,0.59
114,GDEN,98,51.83,49.75,48.76,25.04,59.38,Consumer Services,Casinos/Gaming,-1.22
95,ENLC,98,8.7,7.48,7.0,4.15,10.28,Industrial Services,Oil & Gas Pipelines,-0.41
119,GSL,97,26.73,23.98,22.46,12.52,30.02,Transportation,Marine Shipping,-0.62
139,IMO,97,43.56,36.4,34.21,23.89,48.32,Energy Minerals,Integrated Oil,2.38
59,CHK,97,73.16,65.32,61.93,42.19,90.58,Energy Minerals,Integrated Oil,1.5
170,MGY,97,22.13,19.97,18.56,10.29,25.6,Energy Minerals,Oil & Gas Production,-0.77
70,CNQ,97,55.26,44.6,41.58,28.86,64.1,Energy Minerals,Oil & Gas Production,0.69
90,DAC,97,94.49,80.84,78.29,46.65,107.47,Transportation,Marine Shipping,-1.45
123,HCC,97,33.0,27.06,24.76,15.07,42.95,Energy Minerals,Coal,-1.12
176,MOS,97,51.63,42.0,39.23,28.26,71.5,Process Industries,Chemicals: Agricultural,1.66
219,PTEN,97,13.17,10.11,9.71,6.07,17.09,Industrial Services,Contract Drilling,0.72
256,TECK,97,36.27,29.92,27.85,18.84,42.38,Non-Energy Minerals,Other Metals/Minerals,4.1
284,VNOM,97,28.13,24.07,22.56,14.24,31.59,Energy Minerals,Integrated Oil,-1.68
278,VAL,97,43.83,37.66,35.06,20.25,53.69,Industrial Services,Contract Drilling,0.51
207,OXY,97,46.3,35.73,33.68,21.62,63.24,Energy Minerals,Oil & Gas Production,1.22
212,PDCE,97,63.31,54.27,51.12,32.17,78.13,Energy Minerals,Oil & Gas Production,1.1
232,RYI,97,27.34,25.46,23.27,13.39,39.58,Non-Energy Minerals,Steel,0.08
233,SBLK,97,26.86,23.44,22.69,13.88,32.0,Transportation,Marine Shipping,-0.77
102,FANG,96,131.58,112.58,105.04,65.93,147.99,Energy Minerals,Oil & Gas Production,0.3
74,COP,96,93.77,77.59,72.25,47.85,107.52,Energy Minerals,Oil & Gas Production,0.71
