,Stock,RS_Rating,50 Day MA,150 Day Ma,200 Day MA,52 Week Low,52 week High,Sector,Industry,Daily_change
208,ZIM,100,66.64,56.42,52.77,22.68,85.24,Transportation,Marine Shipping,8.16
7,AMR,100,83.63,62.03,52.62,11.13,137.0,Energy Minerals,Coal,0.08
16,ARCH,100,112.09,93.47,84.97,39.02,163.99,Energy Minerals,Coal,2.4
89,HMHC,100,18.24,15.8,14.6,5.53,21.13,Consumer Services,Other Consumer Services,-0.14
29,BTU,100,15.31,13.9,12.78,2.61,27.28,Energy Minerals,Coal,6.34
111,LXU,100,12.78,9.92,8.73,2.96,22.03,Process Industries,Chemicals: Agricultural,-14.14
186,UAN,100,99.58,80.18,74.44,33.87,118.1,Process Industries,Chemicals: Agricultural,3.48
36,CEIX,100,27.33,25.9,24.1,8.65,38.44,Energy Minerals,Coal,-0.22
159,RRC,99,21.24,20.29,19.06,8.47,28.36,Energy Minerals,Oil & Gas Production,-7.41
139,OAS,99,135.56,117.46,111.26,56.36,158.48,Energy Minerals,Oil & Gas Production,1.48
192,VET,99,16.74,11.93,10.95,5.51,23.93,Energy Minerals,Oil & Gas Production,-10.78
110,LNTH,99,33.06,28.53,27.9,19.14,56.19,Health Technology,Medical Specialties,1.45
199,WFRD,99,31.04,25.89,23.63,10.0,36.87,Industrial Services,Oilfield Services/Equipment,-10.77
85,HCC,99,30.29,25.55,23.6,15.07,42.95,Energy Minerals,Coal,-8.42
70,ERF,99,11.87,9.5,8.77,4.71,14.59,Energy Minerals,Oil & Gas Production,-7.12
67,DVN,99,52.61,41.86,38.18,20.14,63.1,Energy Minerals,Oil & Gas Production,-9.6
65,DAC,99,87.0,78.56,76.03,44.26,102.95,Transportation,Marine Shipping,3.37
203,WLL,99,73.36,64.07,60.57,31.26,90.89,Energy Minerals,Oil & Gas Production,-1.03
43,CLR,99,53.51,47.34,44.33,24.4,62.97,Energy Minerals,Oil & Gas Production,-2.63
0,AA,99,68.68,55.22,50.67,27.11,92.32,Non-Energy Minerals,Aluminum,0.29
15,AR,99,21.0,18.72,17.51,8.64,27.31,Energy Minerals,Oil & Gas Production,-0.83
17,ARLP,99,13.81,11.37,10.25,5.33,16.16,Energy Minerals,Coal,0.5
94,ICL,98,10.22,8.64,8.11,5.74,12.21,Process Industries,Chemicals: Agricultural,-3.88
143,OXY,98,40.47,33.09,31.94,21.62,59.6,Energy Minerals,Oil & Gas Production,-5.9
122,MRO,98,20.56,16.5,15.53,9.7,25.7,Energy Minerals,Oil & Gas Production,-6.56
48,CNQ,98,52.29,42.7,40.52,28.5,61.83,Energy Minerals,Oil & Gas Production,-5.06
181,TRGP,98,60.59,53.56,51.01,29.95,72.03,Energy Minerals,Oil Refining/Marketing,-5.21
125,MTDR,98,45.33,39.62,37.89,21.55,57.5,Energy Minerals,Oil & Gas Production,-5.33
38,CF,98,75.33,62.9,59.54,43.19,100.52,Process Industries,Chemicals: Agricultural,-1.24
136,NUE,98,116.71,112.13,108.71,66.92,140.25,Non-Energy Minerals,Steel,0.2
8,ANAT,98,188.44,188.33,179.63,102.69,195.89,Finance,Multi-Line Insurance,-0.06
190,VAL,98,41.58,35.8,33.76,20.25,50.81,Industrial Services,Contract Drilling,-6.89
127,MUR,98,32.52,27.63,26.33,14.91,39.41,Energy Minerals,Oil & Gas Production,-0.81
99,IPI,98,48.71,41.76,39.01,22.82,87.64,Non-Energy Minerals,Other Metals/Minerals,-19.28
157,ROCC,98,31.89,27.89,26.25,11.81,42.66,Energy Minerals,Oil & Gas Production,-8.68
164,RYI,98,24.74,24.36,22.05,13.39,33.62,Non-Energy Minerals,Steel,3.98
171,SM,98,35.04,29.77,27.71,14.79,43.69,Energy Minerals,Oil & Gas Production,-2.79
6,AMPH,98,26.64,22.14,21.66,16.91,35.74,Health Technology,Pharmaceuticals: Other,-0.2
165,SBLK,97,25.29,22.78,22.17,13.26,32.0,Transportation,Marine Shipping,-10.89
60,CVE,97,14.9,12.09,11.31,7.16,16.84,Energy Minerals,Integrated Oil,-7.32
11,APA,97,33.58,27.05,25.37,15.55,41.2,Energy Minerals,Integrated Oil,-2.34
116,MGY,97,21.29,19.17,17.99,10.29,25.21,Energy Minerals,Oil & Gas Production,-4.09
120,MOS,97,45.85,39.37,37.46,28.26,64.71,Process Industries,Chemicals: Agricultural,-5.64
201,WIRE,97,119.23,115.7,105.97,65.26,151.64,Producer Manufacturing,Metal Fabrication,-2.23
81,GDEN,97,49.59,48.98,48.05,24.47,59.32,Consumer Services,Casinos/Gaming,1.7
163,RXDX,97,39.15,32.04,29.85,16.11,51.96,Health Technology,Biotechnology,-16.22
