,Stock,RS_Rating,50 Day MA,150 Day Ma,200 Day MA,52 Week Low,52 week High,Sector,Industry,Daily_change
10,AMR,100,108.55,73.81,63.09,11.75,145.79,Energy Minerals,Coal,10.11
137,LXU,100,17.94,12.17,10.59,3.58,27.24,Process Industries,Chemicals: Agricultural,3.71
92,FLNG,100,23.46,20.79,18.88,8.89,30.2,Energy Minerals,Oil & Gas Production,-0.86
19,ARCH,100,131.26,102.83,93.51,41.43,163.99,Energy Minerals,Coal,8.29
18,AR,100,25.47,20.9,19.12,8.81,34.22,Energy Minerals,Oil & Gas Production,1.4
204,SGML,100,12.13,10.24,9.29,3.84,19.48,Non-Energy Minerals,Other Metals/Minerals,-1.1
120,IPI,100,67.14,49.17,44.81,22.82,109.89,Non-Energy Minerals,Other Metals/Minerals,5.54
33,BTU,100,20.58,15.22,14.46,3.33,29.49,Energy Minerals,Coal,13.38
39,CEIX,100,32.85,27.8,26.04,8.65,42.78,Energy Minerals,Coal,10.99
232,UAN,100,114.89,88.28,79.48,42.0,153.5,Process Industries,Chemicals: Agricultural,2.18
183,PDS,99,61.52,46.48,43.45,24.5,79.5,Industrial Services,Contract Drilling,0.29
47,CLR,99,58.43,50.86,47.09,24.68,65.32,Energy Minerals,Oil & Gas Production,3.31
0,AA,99,80.0,61.17,55.81,30.83,98.09,Non-Energy Minerals,Aluminum,0.88
195,RRC,99,25.62,22.41,20.59,8.47,33.57,Energy Minerals,Oil & Gas Production,-0.56
134,LNTH,99,45.32,32.74,31.12,19.3,60.71,Health Technology,Medical Specialties,-1.4
122,ISEE,99,15.75,15.7,14.08,5.62,19.34,Health Technology,Pharmaceuticals: Major,-1.88
59,CRK,99,10.01,9.3,8.49,4.67,15.95,Energy Minerals,Oil & Gas Production,1.66
110,HPK,99,20.84,16.05,14.61,7.0,26.0,Industrial Services,Contract Drilling,3.94
108,HMHC,99,19.97,16.69,15.53,7.42,21.18,Consumer Services,Other Consumer Services,0.0
100,GLNG,99,18.98,14.82,14.0,9.26,26.23,Transportation,Marine Shipping,2.71
194,ROCC,99,34.05,30.29,27.49,11.81,42.66,Energy Minerals,Oil & Gas Production,5.66
156,MUR,99,36.76,30.36,28.08,14.91,43.2,Energy Minerals,Oil & Gas Production,0.76
74,DVN,99,56.59,45.73,40.81,20.14,63.42,Energy Minerals,Oil & Gas Production,3.71
246,WFRD,99,32.58,28.39,25.37,10.0,37.14,Industrial Services,Oilfield Services/Equipment,7.54
20,ARLP,99,14.41,12.33,11.13,5.45,16.87,Energy Minerals,Coal,4.82
209,SM,99,37.65,32.79,29.46,14.79,43.69,Energy Minerals,Oil & Gas Production,5.13
242,VRTV,99,115.74,112.92,102.65,40.6,158.99,Distribution Services,Wholesale Distributors,2.38
237,VET,99,19.54,13.97,12.26,5.51,23.93,Energy Minerals,Oil & Gas Production,0.77
64,CVE,98,15.89,13.25,12.02,7.16,17.78,Energy Minerals,Integrated Oil,3.64
249,WLL,98,77.37,69.18,63.79,33.13,90.89,Energy Minerals,Oil & Gas Production,2.28
153,MRO,98,23.21,18.36,16.74,9.7,26.86,Energy Minerals,Oil & Gas Production,4.16
9,AMPH,98,31.6,24.52,23.38,17.01,43.2,Health Technology,Pharmaceuticals: Major,2.06
135,LPI,98,74.96,72.39,68.8,32.52,99.26,Energy Minerals,Oil & Gas Production,1.91
81,ERF,98,12.59,10.53,9.39,4.78,14.59,Energy Minerals,Oil & Gas Production,2.92
80,EQT,98,27.45,23.04,22.07,15.71,40.69,Energy Minerals,Oil & Gas Production,2.37
224,TRGP,98,68.07,57.78,54.06,30.61,78.15,Energy Minerals,Oil Refining/Marketing,1.57
143,MGY,98,22.75,20.51,18.98,10.29,26.61,Energy Minerals,Oil & Gas Production,1.71
43,CF,98,89.43,70.8,64.76,43.19,110.85,Process Industries,Chemicals: Agricultural,2.59
149,MOS,98,57.06,44.29,41.0,28.26,75.9,Process Industries,Chemicals: Agricultural,2.12
199,RYI,98,29.73,26.08,24.14,13.39,39.58,Non-Energy Minerals,Steel,6.16
192,RES,98,9.4,6.44,5.88,3.33,12.14,Industrial Services,Oilfield Services/Equipment,4.56
186,PTEN,98,14.23,10.6,9.96,6.07,17.33,Industrial Services,Contract Drilling,3.22
16,APA,98,37.42,30.09,27.23,15.55,43.88,Energy Minerals,Integrated Oil,2.7
164,NOG,98,25.88,23.11,21.59,11.76,30.44,Energy Minerals,Oil & Gas Production,1.77
170,OAS,98,141.54,125.93,117.11,65.33,158.48,Energy Minerals,Oil & Gas Production,1.72
176,OXY,98,50.18,37.61,34.85,21.62,63.24,Energy Minerals,Oil & Gas Production,2.11
154,MTDR,98,50.18,43.31,40.05,21.8,58.11,Energy Minerals,Oil & Gas Production,2.51
219,TECK,97,37.98,31.25,28.98,19.32,43.18,Non-Energy Minerals,Other Metals/Minerals,1.31
236,VAL,97,46.0,39.05,36.15,20.25,55.71,Industrial Services,Contract Drilling,0.29
82,ESTE,97,13.07,11.59,11.05,6.44,15.27,Energy Minerals,Integrated Oil,1.66
247,WHD,97,52.41,44.35,42.26,27.26,64.18,Industrial Services,Oilfield Services/Equipment,4.48
101,GOGO,97,16.19,14.87,14.08,9.61,23.66,Communications,Wireless Telecommunications,10.09
182,PDCE,97,66.31,56.19,52.33,32.17,78.13,Energy Minerals,Oil & Gas Production,2.43
105,HCC,97,34.81,27.86,25.65,15.07,42.95,Energy Minerals,Coal,3.48
175,OVV,97,46.37,38.84,35.78,21.07,56.31,Energy Minerals,Oil & Gas Production,3.32
118,IMO,97,45.23,37.82,35.04,23.94,51.54,Energy Minerals,Integrated Oil,2.11
54,COP,97,96.24,80.28,74.1,47.85,107.52,Energy Minerals,Oil & Gas Production,2.06
167,NUE,97,133.67,116.19,113.59,75.6,160.43,Non-Energy Minerals,Steel,2.91
44,CHK,97,77.62,67.39,63.67,44.31,94.29,Energy Minerals,Integrated Oil,-0.44
158,NBR,97,140.45,111.8,105.89,65.58,176.85,Industrial Services,Contract Drilling,7.27
46,CIVI,97,54.9,52.06,48.63,29.62,65.45,Energy Minerals,Integrated Oil,0.53
166,NTR,97,91.12,76.2,72.04,52.28,110.2,Process Industries,Chemicals: Agricultural,1.02
123,ITCI,97,57.12,46.57,43.62,28.4,66.0,Health Technology,Pharmaceuticals: Major,0.91
12,ANDE,97,44.96,38.09,35.62,25.2,57.23,Process Industries,Agricultural Commodities/Milling,2.83
51,CNQ,97,57.63,46.6,43.05,28.86,65.44,Energy Minerals,Oil & Gas Production,3.23
181,PBF,96,21.01,16.27,14.78,7.24,27.32,Energy Minerals,Oil Refining/Marketing,0.67
109,HP,96,38.6,31.39,30.48,20.93,47.29,Industrial Services,Contract Drilling,3.6
133,LNG,96,129.64,111.75,105.24,71.9,149.42,Industrial Services,Oil & Gas Pipelines,-0.91
241,VNOM,96,28.87,24.79,23.08,15.64,31.89,Energy Minerals,Integrated Oil,-0.85
88,FANG,96,133.9,116.31,107.13,65.93,147.99,Energy Minerals,Oil & Gas Production,3.01
85,EVA,96,74.65,67.98,63.99,46.95,85.39,Process Industries,Industrial Specialties,2.63
116,ICL,96,10.96,9.45,8.79,6.16,12.7,Process Industries,Chemicals: Agricultural,0.08
78,EOG,96,116.07,96.82,89.93,62.81,127.95,Energy Minerals,Oil & Gas Production,2.66
144,MIME,96,79.54,76.39,72.07,40.34,85.48,Technology Services,Packaged Software,0.01
103,HAL,96,35.06,27.64,25.83,17.82,40.76,Industrial Services,Oilfield Services/Equipment,1.2
129,KRP,96,15.85,14.5,13.59,9.77,17.67,Miscellaneous,Investment Trusts/Mutual Funds,-0.84
38,CCJ,96,25.14,23.95,22.41,15.34,31.92,Non-Energy Minerals,Other Metals/Minerals,1.04
28,BKR,96,32.77,27.44,25.9,18.75,39.78,Industrial Services,Oilfield Services/Equipment,-0.41
58,CRC,95,43.35,42.65,39.37,21.79,50.44,Energy Minerals,Oil & Gas Production,0.34
121,IRTC,95,134.29,106.87,93.0,41.66,169.54,Health Technology,Medical Specialties,0.74
