,Stock,RS_Rating,50 Day MA,150 Day Ma,200 Day MA,52 Week Low,52 week High,Sector,Industry,Daily_change
23,ARCH,100,118.82,96.69,87.63,39.02,163.99,Energy Minerals,Coal,2.77
118,HPK,100,19.65,14.83,13.76,6.0,26.0,Industrial Services,Contract Drilling,1.59
41,BTU,100,16.7,14.28,13.24,2.61,27.28,Energy Minerals,Coal,10.39
246,UAN,100,104.62,83.37,76.67,33.87,139.75,Process Industries,Chemicals: Agricultural,5.55
47,CEIX,100,28.57,26.37,24.61,8.65,38.44,Energy Minerals,Coal,6.61
148,LXU,100,14.32,10.62,9.31,2.96,24.5,Process Industries,Chemicals: Agricultural,3.23
116,HMHC,100,18.99,16.14,14.96,5.53,21.13,Consumer Services,Other Consumer Services,0.14
13,AMR,100,90.63,65.45,55.65,11.71,137.0,Energy Minerals,Coal,6.42
24,ARLP,99,13.96,11.64,10.5,5.33,16.16,Energy Minerals,Coal,3.93
86,DVN,99,54.11,43.32,39.18,20.14,63.26,Energy Minerals,Oil & Gas Production,1.72
90,ERF,99,12.12,9.83,8.97,4.71,14.59,Energy Minerals,Oil & Gas Production,2.41
98,FLNG,99,21.27,19.45,17.83,8.61,26.26,Energy Minerals,Oil & Gas Production,4.54
0,AA,99,71.79,56.9,52.07,27.55,95.79,Non-Energy Minerals,Aluminum,4.83
22,AR,99,21.99,19.27,17.9,8.64,28.72,Energy Minerals,Oil & Gas Production,5.53
145,LNTH,99,36.78,29.9,28.94,19.3,58.28,Health Technology,Medical Specialties,-0.34
146,LPI,99,71.79,69.53,68.17,26.51,99.26,Energy Minerals,Oil & Gas Production,3.37
170,MUR,99,33.95,28.46,26.88,14.91,42.33,Energy Minerals,Oil & Gas Production,1.1
208,ROCC,99,32.71,28.74,26.68,11.81,42.66,Energy Minerals,Oil & Gas Production,3.53
209,RRC,99,22.37,20.88,19.48,8.47,28.44,Energy Minerals,Oil & Gas Production,6.13
254,VET,99,17.79,12.58,11.38,5.51,23.93,Energy Minerals,Oil & Gas Production,2.87
263,WLL,99,75.22,65.86,61.74,31.26,90.89,Energy Minerals,Oil & Gas Production,0.8
130,IPI,99,53.08,43.6,40.56,22.82,92.28,Non-Energy Minerals,Other Metals/Minerals,9.69
269,ZIM,99,70.36,58.25,54.18,22.95,91.23,Transportation,Marine Shipping,-1.6
105,GDEN,98,50.72,49.44,48.46,24.47,59.38,Consumer Services,Casinos/Gaming,-1.05
125,ICL,98,10.39,8.85,8.26,5.74,12.21,Process Industries,Chemicals: Agricultural,2.24
165,MRO,98,21.43,17.05,15.89,9.7,25.76,Energy Minerals,Oil & Gas Production,3.73
167,MTDR,98,47.05,40.79,38.6,21.55,57.5,Energy Minerals,Oil & Gas Production,1.2
176,NOG,98,24.37,21.95,20.95,11.4,29.1,Energy Minerals,Oil & Gas Production,3.02
184,OAS,98,137.83,120.27,113.34,58.67,158.48,Energy Minerals,Oil & Gas Production,0.51
188,OVV,98,42.49,36.48,34.35,21.07,53.0,Energy Minerals,Oil & Gas Production,4.13
195,PDCE,98,61.34,53.04,50.43,30.25,72.9,Energy Minerals,Oil & Gas Production,3.97
56,CLR,98,55.33,48.49,45.24,24.51,64.53,Energy Minerals,Oil & Gas Production,2.84
141,LAC,98,27.49,27.29,24.12,11.84,41.56,Process Industries,Chemicals: Agricultural,-0.15
