,Stock,RS_Rating,50 Day MA,150 Day Ma,200 Day MA,52 Week Low,52 week High,Sector,Industry,Daily_change
198,RRC,100,24.57,22.01,20.27,8.47,33.07,Energy Minerals,Oil & Gas Production,1.35
138,LXU,100,16.75,11.69,10.19,3.58,24.93,Process Industries,Chemicals: Agricultural,1.48
94,FLNG,100,22.71,20.4,18.57,8.85,30.2,Energy Minerals,Oil & Gas Production,-0.03
111,HPK,100,20.54,15.72,14.38,6.88,26.0,Industrial Services,Contract Drilling,-4.3
185,PDS,100,58.77,45.33,42.73,22.95,79.11,Industrial Services,Contract Drilling,-0.44
44,CEIX,100,31.37,27.42,25.61,8.65,41.4,Energy Minerals,Coal,3.36
14,AMR,100,102.98,71.48,60.91,11.75,139.36,Energy Minerals,Coal,0.23
205,SGML,100,11.53,10.01,9.05,3.84,17.36,Non-Energy Minerals,Other Metals/Minerals,1.31
38,BTU,100,19.27,14.97,14.07,3.22,28.4,Energy Minerals,Coal,1.41
24,ARLP,99,14.25,12.14,10.94,5.45,16.35,Energy Minerals,Coal,-1.99
223,TRGP,99,66.58,56.93,53.43,30.61,78.15,Energy Minerals,Oil Refining/Marketing,0.92
135,LNTH,99,42.58,31.88,30.47,19.3,59.13,Health Technology,Medical Specialties,2.13
0,AA,99,77.93,60.17,54.85,30.02,98.09,Non-Energy Minerals,Aluminum,0.02
22,AR,99,24.38,20.46,18.76,8.81,32.62,Energy Minerals,Oil & Gas Production,3.94
197,ROCC,99,33.72,29.88,27.27,11.81,42.66,Energy Minerals,Oil & Gas Production,-2.46
80,DVN,99,56.3,45.5,40.8,20.14,63.26,Energy Minerals,Oil & Gas Production,-0.22
52,CLR,99,57.63,50.21,46.59,24.51,65.32,Energy Minerals,Oil & Gas Production,-2.76
109,HMHC,99,19.88,16.64,15.48,6.85,21.18,Consumer Services,Other Consumer Services,0.1
156,MUR,99,35.94,29.81,27.74,14.91,43.2,Energy Minerals,Oil & Gas Production,1.55
23,ARCH,99,127.33,101.13,91.76,41.43,163.99,Energy Minerals,Coal,-1.04
66,CRK,99,9.44,9.1,8.33,4.67,14.68,Energy Minerals,Oil & Gas Production,0.36
245,WFRD,99,32.18,27.87,25.05,10.0,36.87,Industrial Services,Oilfield Services/Equipment,2.17
120,IPI,99,61.78,47.18,43.32,22.82,93.87,Non-Energy Minerals,Other Metals/Minerals,5.91
237,VET,99,19.09,13.6,12.02,5.51,23.93,Energy Minerals,Oil & Gas Production,-6.11
242,VRTV,99,112.58,111.94,101.25,40.6,158.99,Distribution Services,Wholesale Distributors,-2.56
232,UAN,99,113.32,89.11,80.72,42.0,150.3,Process Industries,Chemicals: Agricultural,-2.26
172,OAS,98,140.54,124.43,116.07,61.38,158.48,Energy Minerals,Oil & Gas Production,-0.28
71,CVE,98,15.69,13.02,11.87,7.16,17.78,Energy Minerals,Integrated Oil,-3.69
164,NOG,98,25.46,22.81,21.42,11.76,30.44,Energy Minerals,Oil & Gas Production,-3.75
178,OXY,98,48.49,36.79,34.37,21.62,63.24,Energy Minerals,Oil & Gas Production,0.68
154,MTDR,98,49.36,42.61,39.67,21.8,57.69,Energy Minerals,Oil & Gas Production,0.32
241,VNOM,98,28.57,24.48,22.85,14.24,31.59,Energy Minerals,Integrated Oil,1.33
153,MRO,98,22.74,17.98,16.5,9.7,26.4,Energy Minerals,Oil & Gas Production,-1.53
189,PTEN,98,13.75,10.4,9.88,6.07,17.09,Industrial Services,Contract Drilling,-0.46
47,CF,98,86.33,69.14,63.61,43.19,109.8,Process Industries,Chemicals: Agricultural,-0.37
