,Stock,RS_Rating,50 Day MA,150 Day Ma,200 Day MA,52 Week Low,52 week High,Sector,Industry,Daily_change
151,LXU,100,16.51,11.58,10.1,3.58,24.93,Process Industries,Chemicals: Agricultural,-2.45
13,AMR,100,101.81,70.95,60.43,11.75,139.36,Energy Minerals,Coal,-1.56
250,VET,100,18.95,13.47,11.94,5.51,23.93,Energy Minerals,Oil & Gas Production,-3.01
43,BTU,100,18.99,14.92,13.98,3.13,28.4,Energy Minerals,Coal,-0.84
51,CEIX,100,31.06,27.33,25.51,8.65,41.4,Energy Minerals,Coal,-4.42
217,SGML,100,11.39,9.95,8.99,3.84,17.36,Non-Energy Minerals,Other Metals/Minerals,-3.09
102,FLNG,100,22.49,20.3,18.49,8.83,30.07,Energy Minerals,Oil & Gas Production,3.81
24,ARCH,100,126.54,100.76,91.37,41.43,163.99,Energy Minerals,Coal,-1.11
244,UAN,99,112.63,88.6,80.33,42.0,150.3,Process Industries,Chemicals: Agricultural,-0.57
234,TRGP,99,66.19,56.71,53.27,30.6,78.15,Energy Minerals,Oil Refining/Marketing,-1.66
209,RRC,99,24.3,21.91,20.19,8.47,33.07,Energy Minerals,Oil & Gas Production,-0.1
74,CRK,99,9.31,9.05,8.29,4.67,14.38,Energy Minerals,Oil & Gas Production,2.8
87,DVN,99,56.16,45.3,40.65,20.14,63.26,Energy Minerals,Oil & Gas Production,-3.91
208,ROCC,99,33.66,29.78,27.21,11.81,42.66,Energy Minerals,Oil & Gas Production,-2.64
93,ERF,99,12.43,10.3,9.25,4.78,14.59,Energy Minerals,Oil & Gas Production,-4.11
174,NEX,99,7.88,5.55,5.18,3.06,10.74,Industrial Services,Oilfield Services/Equipment,-3.96
170,MUR,99,35.77,29.68,27.66,14.91,43.2,Energy Minerals,Oil & Gas Production,-4.22
122,HMHC,99,19.8,16.59,15.43,6.85,21.13,Consumer Services,Other Consumer Services,-0.24
124,HPK,99,20.45,15.64,14.32,6.88,26.0,Industrial Services,Contract Drilling,-0.35
132,IPI,99,60.77,46.79,43.03,22.82,93.87,Non-Energy Minerals,Other Metals/Minerals,0.46
143,KZR,99,14.68,12.29,10.62,4.61,18.55,Health Technology,Biotechnology,-3.62
148,LNTH,99,41.91,31.67,30.3,19.3,59.13,Health Technology,Medical Specialties,1.11
26,ARLP,99,14.22,12.1,10.9,5.45,16.35,Energy Minerals,Coal,2.5
0,AA,99,77.4,59.89,54.58,30.02,98.09,Non-Energy Minerals,Aluminum,-3.51
23,AR,99,24.11,20.34,18.67,8.81,32.35,Energy Minerals,Oil & Gas Production,-2.12
260,WFRD,99,32.09,27.75,24.97,10.0,36.87,Industrial Services,Oilfield Services/Equipment,-4.11
256,VRTV,99,111.86,111.69,100.91,40.6,158.99,Distribution Services,Wholesale Distributors,-4.97
19,APA,98,36.57,29.35,26.74,15.55,43.88,Energy Minerals,Integrated Oil,-3.0
222,SM,98,37.02,32.12,29.09,14.79,43.69,Energy Minerals,Oil & Gas Production,-4.38
54,CF,98,85.7,68.75,63.35,43.19,109.8,Process Industries,Chemicals: Agricultural,1.01
79,CVE,98,15.63,12.94,11.82,7.16,17.78,Energy Minerals,Integrated Oil,-1.33
200,PTEN,98,13.64,10.32,9.82,6.07,17.09,Industrial Services,Contract Drilling,-3.95
89,ENLC,98,8.87,7.6,7.07,4.15,10.28,Industrial Services,Oil & Gas Pipelines,-2.66
263,WLL,98,76.74,68.18,63.13,32.39,90.89,Energy Minerals,Oil & Gas Production,-3.15
192,OXY,98,48.1,36.58,34.24,21.62,63.24,Energy Minerals,Oil & Gas Production,-3.58
187,OAS,98,140.39,124.05,115.84,61.3,158.48,Energy Minerals,Oil & Gas Production,-3.53
182,NRGV,98,12.28,10.7,10.45,8.88,22.1,Producer Manufacturing,Electrical Products,18.9
61,CLR,98,57.51,50.07,46.48,24.51,65.32,Energy Minerals,Oil & Gas Production,-2.42
112,GLNG,98,17.92,14.38,13.73,9.26,26.23,Transportation,Marine Shipping,-0.16
180,NOG,98,25.37,22.74,21.38,11.76,30.44,Energy Minerals,Oil & Gas Production,-4.04
149,LPI,98,73.76,71.62,68.85,32.52,99.26,Energy Minerals,Oil & Gas Production,-4.07
168,MTDR,98,49.19,42.44,39.57,21.8,57.69,Energy Minerals,Oil & Gas Production,-3.51
167,MRO,98,22.64,17.89,16.44,9.7,26.4,Energy Minerals,Oil & Gas Production,-3.43
163,MOS,98,53.76,42.92,39.95,28.26,71.5,Process Industries,Chemicals: Agricultural,1.12
144,LAC,98,28.82,28.35,25.1,11.84,41.56,Process Industries,Chemicals: Agricultural,-10.68
249,VAL,98,44.88,38.33,35.58,20.25,55.71,Industrial Services,Contract Drilling,-4.04
113,GOGL,97,11.01,9.18,8.96,6.83,13.09,Transportation,Marine Shipping,-1.93
157,MGY,97,22.42,20.2,18.74,10.29,25.6,Energy Minerals,Oil & Gas Production,-0.62
212,RYI,97,28.34,25.76,23.67,13.39,39.58,Non-Energy Minerals,Steel,-4.37
12,AMPH,97,30.03,23.81,22.88,16.91,39.02,Health Technology,Pharmaceuticals: Major,-2.82
147,LNG,97,126.59,110.01,103.87,70.51,149.42,Industrial Services,Oil & Gas Pipelines,-0.48
92,EQT,97,25.66,22.43,21.64,15.71,37.98,Energy Minerals,Oil & Gas Production,-0.36
134,ITCI,97,55.37,45.58,43.08,28.4,65.69,Health Technology,Pharmaceuticals: Major,0.19
117,HCC,97,33.75,27.45,25.16,15.07,42.95,Energy Minerals,Coal,-0.51
130,IMO,97,44.28,37.03,34.57,23.94,51.31,Energy Minerals,Integrated Oil,-1.13
